identifier,gene_id,symbol
NONMMUG042568,NONMMUG042568,NONMMUG042568
NONMMUG042582,NONMMUG042582,NONMMUG042582
NONMMUG042585,NONMMUG042585,NONMMUG042585
NONMMUG042590,NONMMUG042590,NONMMUG042590
NONMMUG042631,NONMMUG042631,NONMMUG042631
NONMMUG042679,NONMMUG042679,NONMMUG042679
NONMMUG042776,NONMMUG042776,NONMMUG042776
NONMMUG042955,NONMMUG042955,NONMMUG042955
NONMMUG043089,NONMMUG043089,NONMMUG043089
NONMMUG043154,NONMMUG043154,NONMMUG043154
NONMMUG043172,NONMMUG043172,NONMMUG043172
NONMMUG043320,NONMMUG043320,NONMMUG043320
NONMMUG043378,NONMMUG043378,NONMMUG043378
NONMMUG043394,NONMMUG043394,NONMMUG043394
NONMMUG043402,NONMMUG043402,NONMMUG043402
NONMMUG043473,NONMMUG043473,NONMMUG043473
NONMMUG043488,NONMMUG043488,NONMMUG043486
NONMMUG043489,NONMMUG043489,NONMMUG043489
NONMMUG043517,NONMMUG043517,NONMMUG043517
NONMMUG043523,NONMMUG043523,NONMMUG043523
NONMMUG043540,NONMMUG043540,NONMMUG043540
NONMMUG043575,NONMMUG043575,NONMMUG043575
NONMMUG043632,NONMMUG043632,NONMMUG043632
NONMMUG043638,NONMMUG043638,NONMMUG043638
NONMMUG043709,NONMMUG043709,NONMMUG043709
NONMMUG043767,NONMMUG043767,NONMMUG043767
NONMMUG043975,NONMMUG043975,NONMMUG043975
NONMMUG044006,NONMMUG044006,NONMMUG044006
NONMMUG044150,NONMMUG044150,NONMMUG044150
NONMMUG044320,NONMMUG044320,NONMMUG044320
NONMMUG044331,NONMMUG044331,NONMMUG044331
NONMMUG044418,NONMMUG044418,NONMMUG044418
NONMMUG044586,NONMMUG044586,RP23-247H23.2
NONMMUG044921,NONMMUG044921,NONMMUG044921
NONMMUG045057,NONMMUG045057,NONMMUG045057
NONMMUG045539,NONMMUG045539,NONMMUG045539
NONMMUG045581,NONMMUG045581,NONMMUG045581
NONMMUG045843,NONMMUG045843,NONMMUG045843
NONMMUG046110,NONMMUG046110,NONMMUG046110
NONMMUG000139,NONMMUG000139,NONMMUG000139
NONMMUG000256,NONMMUG000256,1110058L19Rik
NONMMUG000299,NONMMUG000299,NONMMUG000299
NONMMUG000609,NONMMUG000609,NONMMUG000609
NONMMUG000752,NONMMUG000752,NONMMUG000752
NONMMUG000962,NONMMUG000962,NONMMUG000962
NONMMUG001007,NONMMUG001007,NONMMUG001007
NONMMUG001121,NONMMUG001121,NONMMUG001121
NONMMUG001231,NONMMUG001231,NONMMUG001231
NONMMUG001401,NONMMUG001401,Mterfd2
NONMMUG001579,NONMMUG001579,NONMMUG001579
NONMMUG001860,NONMMUG001860,NONMMUG001860
NONMMUG001933,NONMMUG001933,NONMMUG001933
NONMMUG002435,NONMMUG002435,NONMMUG002435
NONMMUG002794,NONMMUG002794,NONMMUG002794
NONMMUG002956,NONMMUG002956,NONMMUG002956
NONMMUG003088,NONMMUG003088,NONMMUG003088
NONMMUG003212,NONMMUG003212,NONMMUG003212
NONMMUG003253,NONMMUG003253,NONMMUG003253
NONMMUG003772,NONMMUG003772,NONMMUG003772
NONMMUG004063,NONMMUG004063,NONMMUG004063
NONMMUG004100,NONMMUG004100,BC005764
NONMMUG004314,NONMMUG004314,NONMMUG004314
NONMMUG004409,NONMMUG004409,Gm872
NONMMUG005101,NONMMUG005101,NONMMUG005101
NONMMUG005313,NONMMUG005313,NONMMUG005313
NONMMUG005410,NONMMUG005410,NONMMUG005410
NONMMUG005689,NONMMUG005689,NONMMUG005689
NONMMUG006408,NONMMUG006408,NONMMUG006408
NONMMUG006930,NONMMUG006930,NONMMUG006930
NONMMUG006979,NONMMUG006979,NONMMUG006979
NONMMUG008243,NONMMUG008243,NONMMUG008243
NONMMUG009226,NONMMUG009226,NONMMUG009226
NONMMUG009247,NONMMUG009247,NONMMUG009247
NONMMUG009282,NONMMUG009282,NONMMUG009282
NONMMUG009477,NONMMUG009477,NONMMUG009477
NONMMUG009606,NONMMUG009606,NONMMUG009606
NONMMUG009609,NONMMUG009609,NONMMUG009609
NONMMUG009843,NONMMUG009843,NONMMUG009843
NONMMUG010178,NONMMUG010178,NONMMUG010178
NONMMUG010191,NONMMUG010191,NONMMUG010191
NONMMUG010192,NONMMUG010192,NONMMUG010192
NONMMUG010209,NONMMUG010209,NONMMUG010209
NONMMUG010407,NONMMUG010407,NONMMUG010407
NONMMUG010478,NONMMUG010478,NONMMUG010478
NONMMUG010676,NONMMUG010676,NONMMUG010676
NONMMUG010682,NONMMUG010682,NONMMUG010682
NONMMUG010683,NONMMUG010683,NONMMUG010683
NONMMUG010726,NONMMUG010726,NONMMUG010726
NONMMUG011183,NONMMUG011183,NONMMUG011183
NONMMUG011213,NONMMUG011213,NONMMUG011213
NONMMUG011298,NONMMUG011298,Mterfd1
NONMMUG011588,NONMMUG011588,NONMMUG011588
NONMMUG011762,NONMMUG011762,NONMMUG011762
NONMMUG011878,NONMMUG011878,NONMMUG011878
NONMMUG012661,NONMMUG012661,NONMMUG012661
NONMMUG012809,NONMMUG012809,NONMMUG012809
NONMMUG012864,NONMMUG012864,NONMMUG012864
NONMMUG014036,NONMMUG014036,NONMMUG014036
NONMMUG014219,NONMMUG014219,NONMMUG014219
NONMMUG014512,NONMMUG014512,NONMMUG014512
NONMMUG014779,NONMMUG014779,NONMMUG014779
NONMMUG015066,NONMMUG015066,NONMMUG015066
NONMMUG015489,NONMMUG015489,NONMMUG015489
NONMMUG015554,NONMMUG015554,NONMMUG015554
NONMMUG016099,NONMMUG016099,NONMMUG016099
NONMMUG017177,NONMMUG017177,NONMMUG017177
NONMMUG017248,NONMMUG017248,NONMMUG017248
NONMMUG017477,NONMMUG017477,NONMMUG017477
NONMMUG017478,NONMMUG017478,NONMMUG017478
NONMMUG017531,NONMMUG017531,NONMMUG017531
NONMMUG018405,NONMMUG018405,NONMMUG018405
NONMMUG019117,NONMMUG019117,NONMMUG019117
NONMMUG019244,NONMMUG019244,AC115928.1
NONMMUG019275,NONMMUG019275,NONMMUG019275
NONMMUG019531,NONMMUG019531,NONMMUG019531
NONMMUG020191,NONMMUG020191,AC108434.1
NONMMUG020726,NONMMUG020726,NONMMUG020139
NONMMUG020898,NONMMUG020898,NONMMUG020898
NONMMUG020958,NONMMUG020958,NONMMUG020958
NONMMUG021069,NONMMUG021069,NONMMUG021069
NONMMUG021201,NONMMUG021201,NONMMUG021201
NONMMUG021590,NONMMUG021590,NONMMUG021590
NONMMUG021739,NONMMUG021739,NONMMUG021739
NONMMUG021752,NONMMUG021752,NONMMUG021752
NONMMUG021753,NONMMUG021753,NONMMUG021753
NONMMUG024727,NONMMUG024727,Gm14284
NONMMUG024855,NONMMUG024855,NONMMUG024855
NONMMUG026144,NONMMUG026144,NONMMUG026144
NONMMUG026546,NONMMUG026546,NONMMUG026546
NONMMUG026578,NONMMUG026578,NONMMUG026578
NONMMUG026769,NONMMUG026769,NONMMUG026769
NONMMUG027166,NONMMUG027166,NONMMUG027166
NONMMUG027342,NONMMUG027342,NONMMUG027342
NONMMUG027504,NONMMUG027504,NONMMUG027504
NONMMUG028225,NONMMUG028225,NONMMUG028225
NONMMUG028288,NONMMUG028288,NONMMUG028288
NONMMUG028305,NONMMUG028305,NONMMUG028305
NONMMUG029676,NONMMUG029676,NONMMUG029676
NONMMUG029677,NONMMUG029677,NONMMUG029677
NONMMUG029980,NONMMUG029980,NONMMUG029980
NONMMUG031292,NONMMUG031292,NONMMUG031292
NONMMUG031441,NONMMUG031441,NONMMUG031441
NONMMUG031682,NONMMUG031682,NONMMUG031682
NONMMUG031721,NONMMUG031721,NONMMUG031721
NONMMUG032034,NONMMUG032034,NONMMUG032034
NONMMUG032117,NONMMUG032117,NONMMUG032117
NONMMUG032203,NONMMUG032203,NONMMUG032203
NONMMUG032614,NONMMUG032614,NONMMUG032614
NONMMUG032692,NONMMUG032692,NONMMUG032691
NONMMUG032822,NONMMUG032822,NONMMUG032822
NONMMUG032943,NONMMUG032943,NONMMUG032943
NONMMUG033021,NONMMUG033021,NONMMUG033021
NONMMUG033046,NONMMUG033046,NONMMUG033046
NONMMUG033083,NONMMUG033083,NONMMUG033083
NONMMUG033290,NONMMUG033290,NONMMUG033290
NONMMUG033504,NONMMUG033504,NONMMUG033504
NONMMUG033623,NONMMUG033623,NONMMUG033623
NONMMUG033643,NONMMUG033643,NONMMUG033643
NONMMUG033732,NONMMUG033732,NONMMUG033732
NONMMUG033849,NONMMUG033849,NONMMUG033849
NONMMUG033896,NONMMUG033896,NONMMUG033896
NONMMUG034040,NONMMUG034040,NONMMUG034040
NONMMUG034102,NONMMUG034102,NONMMUG034102
NONMMUG034217,NONMMUG034217,NONMMUG034217
NONMMUG034357,NONMMUG034357,NONMMUG034357
NONMMUG034390,NONMMUG034390,NONMMUG034390
NONMMUG034401,NONMMUG034401,NONMMUG034401
NONMMUG034425,NONMMUG034425,NONMMUG034425
NONMMUG034752,NONMMUG034752,NONMMUG034752
NONMMUG034994,NONMMUG034994,NONMMUG034994
NONMMUG035001,NONMMUG035001,NONMMUG035001
NONMMUG035164,NONMMUG035164,Fam115e
NONMMUG035254,NONMMUG035254,NONMMUG035254
NONMMUG035510,NONMMUG035510,AC113320.1
NONMMUG035743,NONMMUG035743,NONMMUG035743
NONMMUG035882,NONMMUG035882,NONMMUG035882
NONMMUG035938,NONMMUG035938,NONMMUG035938
NONMMUG036278,NONMMUG036278,NONMMUG036278
NONMMUG036300,NONMMUG036300,NONMMUG036300
NONMMUG036352,NONMMUG036352,NONMMUG036352
NONMMUG036353,NONMMUG036353,NONMMUG036353
NONMMUG036567,NONMMUG036567,NONMMUG035680
NONMMUG036654,NONMMUG036654,NONMMUG036654
NONMMUG036804,NONMMUG036804,NONMMUG036804
NONMMUG036811,NONMMUG036811,NONMMUG036811
NONMMUG036968,NONMMUG036968,NONMMUG036968
NONMMUG037363,NONMMUG037363,NONMMUG037363
NONMMUG037655,NONMMUG037655,NONMMUG037655
NONMMUG037752,NONMMUG037752,NONMMUG037752
NONMMUG037807,NONMMUG037807,NONMMUG037807
NONMMUG037830,NONMMUG037830,NONMMUG037830
NONMMUG037868,NONMMUG037868,NONMMUG037868
NONMMUG037899,NONMMUG037899,NONMMUG037899
NONMMUG038328,NONMMUG038328,NONMMUG038328
NONMMUG038579,NONMMUG038579,NONMMUG038579
NONMMUG038774,NONMMUG038774,NONMMUG038774
NONMMUG038807,NONMMUG038807,NONMMUG038807
NONMMUG038834,NONMMUG038834,NONMMUG038834
NONMMUG039014,NONMMUG039014,NONMMUG039014
NONMMUG039218,NONMMUG039218,NONMMUG039218
NONMMUG039669,NONMMUG039669,Gm14492
NONMMUG039855,NONMMUG039855,NONMMUG039855
NONMMUG039860,NONMMUG039860,NONMMUG039860
NONMMUG040187,NONMMUG040187,NONMMUG040187
NONMMUG040190,NONMMUG040190,NONMMUG040190
NONMMUG040467,NONMMUG040467,NONMMUG040467
NONMMUG040598,NONMMUG040598,NONMMUG040598
NONMMUG041044,NONMMUG041044,NONMMUG041044
NONMMUG041087,NONMMUG041087,RP24-64D24.4
NONMMUG041186,NONMMUG041186,NONMMUG041186
NONMMUG041294,NONMMUG041294,NONMMUG041294
NONMMUG041298,NONMMUG041298,NONMMUG041298
NONMMUG041418,NONMMUG041418,NONMMUG041418
NONMMUG041478,NONMMUG041478,NONMMUG041478
NONMMUG041538,NONMMUG041538,NONMMUG041538
NONMMUG041561,NONMMUG041561,NONMMUG041561
NONMMUG041694,NONMMUG041694,NONMMUG041694
NONMMUG041751,NONMMUG041751,NONMMUG041751
NONMMUG041793,NONMMUG041793,NONMMUG041793
NONMMUG041933,NONMMUG041933,NONMMUG041933
NONMMUG042217,NONMMUG042217,NONMMUG042217
NONMMUG042269,NONMMUG042269,NONMMUG042269
NONMMUG042315,NONMMUG042315,NONMMUG042315
NONMMUG042378,NONMMUG042378,NONMMUG042378
NONMMUG042578,NONMMUG042578,NONMMUG042578
NONMMUG042646,NONMMUG042646,NONMMUG042646
NONMMUG042891,NONMMUG042891,NONMMUG042891
NONMMUG043020,NONMMUG043020,NONMMUG043020
NONMMUG043045,NONMMUG043045,NONMMUG043045
NONMMUG043554,NONMMUG043554,NONMMUG043554
NONMMUG043654,NONMMUG043654,NONMMUG043654
NONMMUG043737,NONMMUG043737,NONMMUG043737
NONMMUG043742,NONMMUG043742,NONMMUG043742
NONMMUG043773,NONMMUG043773,NONMMUG043773
NONMMUG043827,NONMMUG043827,NONMMUG043827
NONMMUG044095,NONMMUG044095,NONMMUG044095
NONMMUG044168,NONMMUG044168,NONMMUG044168
NONMMUG044270,NONMMUG044270,NONMMUG044270
NONMMUG044275,NONMMUG044275,NONMMUG044275
NONMMUG044284,NONMMUG044284,AC121264.1
NONMMUG044304,NONMMUG044304,NONMMUG044304
NONMMUG044334,NONMMUG044334,NONMMUG044334
NONMMUG044417,NONMMUG044417,NONMMUG044417
NONMMUG045537,NONMMUG045537,NONMMUG045537
NONMMUG045548,NONMMUG045548,NONMMUG045548
NONMMUG000439,NONMMUG000439,NONMMUG000439
NONMMUG001107,NONMMUG001107,NONMMUG001107
NONMMUG001482,NONMMUG001482,NONMMUG001482
NONMMUG002873,NONMMUG002873,NONMMUG002873
NONMMUG003262,NONMMUG003262,NONMMUG003262
NONMMUG003848,NONMMUG003848,NONMMUG003848
NONMMUG004216,NONMMUG004216,NONMMUG004216
NONMMUG006541,NONMMUG006541,Lsmd1
NONMMUG007678,NONMMUG007678,NONMMUG007678
NONMMUG008423,NONMMUG008423,NONMMUG008423
NONMMUG009015,NONMMUG009015,NONMMUG009015
NONMMUG009549,NONMMUG009549,NONMMUG009549
NONMMUG009552,NONMMUG009552,NONMMUG009552
NONMMUG009618,NONMMUG009618,NONMMUG009618
NONMMUG011246,NONMMUG011246,NONMMUG011246
NONMMUG018681,NONMMUG018681,NONMMUG018681
NONMMUG019265,NONMMUG019265,NONMMUG019265
NONMMUG019831,NONMMUG019831,NONMMUG019831
NONMMUG023829,NONMMUG023829,NONMMUG023828
NONMMUG026382,NONMMUG026382,NONMMUG026382
NONMMUG026394,NONMMUG026394,NONMMUG026394
NONMMUG027165,NONMMUG027165,NONMMUG027165
NONMMUG027513,NONMMUG027513,NONMMUG027513
NONMMUG028057,NONMMUG028057,NONMMUG028057
NONMMUG028464,NONMMUG028464,NONMMUG028464
NONMMUG032052,NONMMUG032052,NONMMUG032052
NONMMUG032998,NONMMUG032998,NONMMUG032998
NONMMUG033439,NONMMUG033439,NONMMUG033439
NONMMUG033552,NONMMUG033552,NONMMUG033552
NONMMUG034972,NONMMUG034972,NONMMUG034972
NONMMUG035338,NONMMUG035338,NONMMUG035338
NONMMUG035788,NONMMUG035788,NONMMUG035788
NONMMUG036518,NONMMUG036518,NONMMUG036518
NONMMUG036565,NONMMUG036565,Leprel2
NONMMUG036644,NONMMUG036644,NONMMUG036644
NONMMUG037945,NONMMUG037945,NONMMUG037945
NONMMUG038319,NONMMUG038319,NONMMUG038319
NONMMUG038888,NONMMUG038888,NONMMUG038888
NONMMUG038985,NONMMUG038985,NONMMUG038985
NONMMUG039206,NONMMUG039206,NONMMUG039206
NONMMUG042154,NONMMUG042154,NONMMUG042154
NONMMUG043849,NONMMUG043849,NONMMUG043849
NONMMUG044309,NONMMUG044309,NONMMUG044309
-,-,4930448K12Rik
-,-,Gm11602
-,-,Gm17288
-,-,A730099G02Rik
-,-,4930483C13Rik
-,-,Gm16953
-,-,Gm11202
-,-,Gm16706
-,-,Gm17591
-,-,Gm17419
-,-,A930011O12Rik
-,-,Gm17561
-,-,Gm16684
-,-,Gm16736
-,-,Gm16724
-,-,Gm16978
-,-,1700024P03Rik
-,-,Gm16898
-,-,Gm16834
-,-,Gm17627
-,-,Gm17574
-,-,Gm17279
-,-,AC152164.1
-,-,D330022K07Rik
-,-,D230004N17Rik
-,-,Gm17683
-,-,Gm16720
-,-,Gm16750
-,-,Gm16880
-,-,4930520K10Rik
-,-,Gm17306
-,-,2310050B05Rik
-,-,Gm17499
-,-,2810442I21Rik
-,-,Gm12139
-,-,4921508A21Rik
-,-,Gm17423
-,-,RP23-25D18.6
-,-,1700064E03Rik
-,-,Gm16626
-,-,Gm11194
-,-,8430403D17Rik
-,-,4632419I22Rik
-,-,4930405P13Rik
-,-,Gm17536
-,-,Gm17639
-,-,Gm7782
-,-,Gm17447
-,-,Gm11019
-,-,Gm17403
-,-,Gm20398
-,-,Gm17625
-,-,Gm17692
-,-,Gm16957
-,-,Gm17480
-,-,BC033916
-,-,RP24-443D19.4
-,-,Gm16827
-,-,1700091E21Rik
-,-,5830416P10Rik
-,-,Gm13399
-,-,Gm13634
-,-,Gm17675
-,-,C630020P19Rik
-,-,Gm14136
-,-,Gm17513
-,-,A330050B17Rik
-,-,4930564K09Rik
-,-,Gm17525
-,-,1810035I16Rik
-,-,Gm17609
-,-,Gm17452
-,-,Gm16889
-,-,Gm17317
-,-,Gm13644
-,-,Gm16624
-,-,Gm16714
-,-,2700023E23Rik
-,-,Gm9793
-,-,Gm13826
-,-,BC060267
-,-,Gm17524
-,-,Gm17370
-,-,Gm17464
-,-,Gm17504
-,-,RP23-428N8.1
-,-,Gm10574
-,-,Gm17245
-,-,Gm16869
-,-,Gm17523
-,-,5730577I03Rik
-,-,Gm16881
-,-,Gm17397
-,-,2410133F24Rik
-,-,Gm17659
-,-,Gm16707
-,-,6720401G13Rik
-,-,Enox
-,-,Wnk3-ps
-,-,C230030N03Rik
-,-,Gm16606
-,-,Gm17543
-,-,Gm16608
-,-,Gm17444
-,-,Gm16176
-,-,Gm16320
-,-,4930557C09Rik
-,-,Gm11052
-,-,Gm17302
-,-,5430425J12Rik
-,-,Gm16542
-,-,Gm16682
-,-,2310043D23Rik
-,-,Gm17721
-,-,Gm17265
-,-,Gm16197
-,-,Gm17414
-,-,Gm17358
-,-,Gm16952
-,-,Gm17593
-,-,Gm16934
-,-,Gm17550
-,-,Gm13476
-,-,Gm17325
-,-,AI314831
-,-,BC048594
-,-,Nkx2-2as
-,-,Gm12541
-,-,Gm17587
-,-,Gm16742
-,-,Gm11932
-,-,1700066J24Rik
-,-,Gm17243
-,-,BC042782
-,-,9130206I24Rik
-,-,Gm12835
-,-,4930465A12Rik
-,-,Gm10151
-,-,Gm16832
-,-,2410137F16Rik
-,-,Gm17703
-,-,Gm17614
-,-,Gm15686
-,-,Gm16703
-,-,1700006D18Rik
-,-,Gm15623
-,-,A230071N21Rik
-,-,1110050K14Rik
-,-,1700104A03Rik
-,-,Gm17255
-,-,Gm17694
-,-,F630040L22Rik
-,-,Gm14720
-,-,Gm3677
-,-,2900056M20Rik
-,-,Gm17321
-,-,D630032N06Rik
-,-,Gm16631
-,-,Gm10497
-,-,Gm13718
-,-,Gm14495
-,-,Gm17667
-,-,Gm17580
-,-,Gm16065
-,-,Gm16896
-,-,4930524L23Rik
-,-,2900008C10Rik
-,-,Gm15070
-,-,B230209K01Rik
-,-,Gm16621
-,-,4932415G12Rik
-,-,A030009H04Rik
-,-,Gm17284
-,-,Gm17282
-,-,Gm16600
-,-,Gm17348
-,-,Gm16309
-,-,Btnl5
-,-,Gm13507
-,-,1700109F18Rik
-,-,Gm16119
-,-,A130049A11Rik
-,-,Gm17632
-,-,Gm2078
-,-,Gm16652
-,-,2010003O02Rik
-,-,Gm17408
-,-,Gm13643
-,-,Gm13098
-,-,1700030G06Rik
-,-,5830403M04Rik
-,-,Gm16728
-,-,Gm17429
-,-,1700006P19Rik
-,-,Gm17578
-,-,Gm16615
-,-,9230115E21Rik
-,-,Gm17596
-,-,Gm17427
-,-,Gm16154
-,-,Gm16950
-,-,Gm13704
-,-,Gm13706
-,-,Speer7-ps1
-,-,Gm13789
-,-,Gm16723
-,-,Gm1082
-,-,Gm17460
-,-,Gm16983
-,-,Gm16899
-,-,Gm11610
-,-,1600010F14Rik
-,-,Gm16913
-,-,Gm16641
-,-,A430104N18Rik
-,-,Has2as
-,-,Mir219-1
-,-,4930505H01Rik
-,-,Gm17437
-,-,Gm13336
-,-,5430417L22Rik
-,-,Gm14077
-,-,4930471I20Rik
-,-,1700040N02Rik
-,-,Gm16722
-,-,Gm17179
-,-,3010003L10Rik
-,-,4732418A04Rik
-,-,Gm17431
-,-,Gm15830
-,-,Gm16990
-,-,Gm17642
-,-,Gm16662
-,-,Gm17630
-,-,Gm17453
-,-,Gm12747
-,-,Gm17560
-,-,Gm17418
-,-,Gm5101
-,-,Gm3834
-,-,Gm17643
-,-,7530420F21Rik
-,-,Gm17698
-,-,Gm17520
-,-,Gm17211
-,-,Gm17407
-,-,Gm17653
-,-,Gm17566
-,-,Gm16255
-,-,Gm6846
-,-,Gm16988
-,-,Gm17442
-,-,2210417K05Rik
-,-,Gm17357
-,-,C330046G13Rik
-,-,Gm17338
-,-,Gm17277
-,-,E230015J15Rik
-,-,2900053O20Rik
-,-,Gm17500
-,-,1700013G23Rik
-,-,Gm17432
-,-,Gm16516
-,-,4930443B20Rik
-,-,4930452L02Rik
-,-,6030455H03Rik
-,-,2010012P19Rik
-,-,A030003K02Rik
-,-,4930542H20Rik
-,-,Gm11206
-,-,Gm12575
-,-,1700003F17Rik
-,-,9530048J24Rik
-,-,1110035M17Rik
-,-,Gm11538
-,-,0610040B09Rik
-,-,Gm11612
-,-,Gm12
-,-,Gm11547
-,-,Gm11648
-,-,Gm11666
-,-,Gm17246
-,-,Gm17569
-,-,Gm17433
-,-,A430071A18Rik
-,-,Gm17681
-,-,Gm20448
-,-,Gm10485
-,-,4930556N08Rik
-,-,RP23-263J2.1
-,-,Gm16866
-,-,0610009B14Rik
-,-,Gm17461
-,-,Gm17691
-,-,Gm17256
-,-,Gm16738
-,-,Gm16956
-,-,2810011L19Rik
-,-,Gm17274
-,-,Gm17626
-,-,Gm17294
-,-,Gm17360
-,-,Gm17260
-,-,Gm8619
-,-,C030044B11Rik
-,-,Gm16767
-,-,Gm16613
-,-,Gm5665
-,-,Gm17547
-,-,Gm17628
-,-,Gm17716
-,-,Gm15219
-,-,Gm16836
-,-,Gm17588
-,-,Gm15919
-,-,Gm17446
-,-,4921525B02Rik
-,-,Gm16847
-,-,Gm17668
-,-,Gm16661
-,-,Gm16718
-,-,Gm16639
-,-,RP23-167B4.2
-,-,Gm17487
-,-,Gm17401
-,-,Gm16629
-,-,Gm16257
-,-,Gm16256
-,-,4921518J05Rik
-,-,1810009N23Rik
-,-,Gm17410
-,-,Gm17734
-,-,Gm16761
-,-,Gm17516
-,-,Gm15980
-,-,Gm17496
-,-,Gm17372
-,-,Gm16190
-,-,Gm16912
-,-,0610038L08Rik
-,-,Gm17549
-,-,9530072K05Rik
-,-,Gm16862
-,-,Gm16627
-,-,Gm16825
-,-,Gm17287
-,-,Gm17417
-,-,Gm16871
-,-,Gm17652
-,-,Gm17531
-,-,Gm16882
-,-,9430076G02Rik
-,-,Gm16908
-,-,Gm16997
-,-,3010027C24Rik
-,-,Gm9783
-,-,Gm17289
-,-,4930418C01Rik
-,-,Gm16765
-,-,Gm16745
-,-,Gm17458
-,-,Gm13364
-,-,RP23-396N6.7
-,-,E130003G02Rik
-,-,Gm13520
-,-,5730588L14Rik
-,-,Gm17071
-,-,4933433P16Rik
-,-,A430092G05Rik
-,-,Gm17489
-,-,Gm17595
-,-,1500002O10Rik
-,-,BB114351
-,-,Gm20440
-,-,6720416L17Rik
-,-,Gm14090
-,-,Gm16762
-,-,Gm14105
-,-,Gm12360
-,-,Gm12357
-,-,Gm16962
-,-,BC052486
-,-,Gm17559
-,-,7530422B04Rik
-,-,0610008F07Rik
-,-,Gm11458
-,-,1300015D01Rik
-,-,Gm20514
-,-,C430002E04Rik
-,-,Gm17556
-,-,Gm17548
-,-,Gm16790
-,-,Gm16884
-,-,B930086A06Rik
-,-,2410057H14Rik
-,-,Gm16520
-,-,2510003D18Rik
-,-,Gm17726
-,-,Gm17454
-,-,Gm11818
-,-,BC024582
-,-,Gm7819
-,-,Gm16972
-,-,2900093L17Rik
-,-,2700081L22Rik
-,-,4933437N03Rik
-,-,Gm12908
-,-,4930430J20Rik
-,-,Gm13014
-,-,Gm17328
-,-,2610528B01Rik
-,-,9130020K20Rik
-,-,1810058N05Rik
-,-,D530049N12Rik
-,-,1700121F15Rik
-,-,A930028C08Rik
-,-,2610204G22Rik
-,-,Gm17585
-,-,4933426D04Rik
-,-,Gm16719
-,-,4933401P06Rik
-,-,Gm16766
-,-,Gm15865
-,-,1700022K14Rik
-,-,Gm16885
-,-,1700094C10Rik
-,-,1700112M01Rik
-,-,Gm17696
-,-,Gm17717
-,-,Gm17724
-,-,Gm13824
-,-,Gm2301
-,-,Gm16338
-,-,4930568K20Rik
-,-,1700085B03Rik
-,-,Gm17398
-,-,Gm17465
-,-,Gm13845
-,-,Gm13851
-,-,9430029A11Rik
-,-,B230378P21Rik
-,-,Gm17451
-,-,Gm15463
-,-,Gm15055
-,-,Gm15051
-,-,5730446D14Rik
-,-,2700086A05Rik
-,-,RP23-329P9.11
-,-,Hoxa11as
-,-,Gm16601
-,-,Gm17554
-,-,Gm20423
-,-,RP23-252I12.4
-,-,Gm16628
-,-,Gm16748
-,-,Gm17519
-,-,Gm4485
-,-,Gm16749
-,-,Gm17456
-,-,Gm17395
-,-,Klra23
-,-,Gm15685
-,-,4933425H06Rik
-,-,Gm15705
-,-,B230104C08Rik
-,-,Gm17502
-,-,Gm7235
-,-,Gm16266
-,-,Gm17375
-,-,Gm16733
-,-,Gm16737
-,-,Gm17445
-,-,Gm16799
-,-,Gm17551
-,-,Gm17327
-,-,Gm16929
-,-,1700081H22Rik
-,-,Gm16936
-,-,Gm16744
-,-,Gm16890
-,-,Gm17719
-,-,Gm17468
-,-,Gm17685
-,-,Gm17362
-,-,Gm16625
-,-,Gm17517
-,-,Gm10664
-,-,Gm17236
-,-,Gm7677
-,-,Gm16529
-,-,Gm16994
-,-,Gm2529
-,-,C230036H16Rik
-,-,D230002A01Rik
-,-,Gm17272
-,-,A130066N16Rik
-,-,Gm3906
-,-,Gm16960
-,-,Gm17400
-,-,Gm17406
-,-,Gm16875
-,-,Gm17254
-,-,Gm17708
-,-,4930596M17Rik
-,-,2900002K06Rik
-,-,4930403L05Rik
-,-,Gm17637
-,-,1700023I07Rik
-,-,Gm16462
-,-,Gm17594
-,-,Gm16795
-,-,1700045I19Rik
-,-,Gm17280
-,-,Gm15588
-,-,Gm16727
-,-,Gm11647
-,-,Gm17603
-,-,Gm17670
-,-,Gm17640
-,-,Gm16801
-,-,Gm17262
-,-,Gm16317
-,-,Gm17704
-,-,B230314M03Rik
-,-,Gm17629
-,-,Gm15605
-,-,Gm17710
-,-,2900053A13Rik
-,-,Gm17371
-,-,Gm17291
-,-,Gm12228
-,-,H2-Q8
-,-,Gm17557
-,-,Gm14047
-,-,Gm17608
-,-,Gm10396
-,-,Gm17475
-,-,RP24-286J21.3
-,-,Gm5918
-,-,Gm20393
-,-,Gm17311
-,-,Gm12233
-,-,Gm17286
-,-,Gm15817
-,-,D930049A15Rik
-,-,Gm16705
-,-,Gm17715
-,-,1700058G18Rik
-,-,4930564G21Rik
-,-,Gm17335
-,-,1500016L03Rik
-,-,Gm17712
-,-,Gm16989
-,-,Gm17290
-,-,Gm17481
-,-,Gm10818
-,-,Gm17238
-,-,Gm20424
-,-,1700011J10Rik
-,-,Gm13705
-,-,C330008G21Rik
-,-,Gm17388
-,-,Gm13037
-,-,Gm13116
-,-,Gm17493
-,-,Gm17515
-,-,Gm17725
-,-,Vax2os1
-,-,Gm17701
-,-,Gm17248
-,-,Gm17512
-,-,Gm15024
-,-,Gm17605
-,-,Gm17470
-,-,Gm16961
-,-,Gm16977
-,-,Gm10474
