dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
223,10090,ENSMUSG00000039130,Zc3hc1,NE,,"{""mgi_marker"":""MGI:1916023"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916023""}"
223,10090,ENSMUSG00000024218,Taf11,E,,"{""mgi_marker"":""MGI:1916026"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916026""}"
223,10090,ENSMUSG00000039318,Rab3gap2,NE,,"{""mgi_marker"":""MGI:1916043"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916043""}"
223,10090,ENSMUSG00000031595,Pdgfrl,NE,,"{""mgi_marker"":""MGI:1916047"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916047""}"
223,10090,ENSMUSG00000020067,Mypn,NE,,"{""mgi_marker"":""MGI:1916052"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916052""}"
223,10090,ENSMUSG00000024007,Ppil1,E,,"{""mgi_marker"":""MGI:1916066"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916066""}"
223,10090,ENSMUSG00000037669,Ldah,NE,,"{""mgi_marker"":""MGI:1916082"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916082""}"
223,10090,ENSMUSG00000039275,Foxk2,NE,,"{""mgi_marker"":""MGI:1916087"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916087""}"
223,10090,ENSMUSG00000034377,Tulp4,E,,"{""mgi_marker"":""MGI:1916092"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916092""}"
223,10090,ENSMUSG00000078350,Smim1,NE,,"{""mgi_marker"":""MGI:1916109"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916109""}"
223,10090,ENSMUSG00000031982,Arv1,NE,,"{""mgi_marker"":""MGI:1916115"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916115""}"
223,10090,ENSMUSG00000020288,Ahsa2,NE,,"{""mgi_marker"":""MGI:1916133"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916133""}"
223,10090,ENSMUSG00000041765,Ubac2,NE,,"{""mgi_marker"":""MGI:1916139"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916139""}"
223,10090,ENSMUSG00000040396,Abhd13,NE,,"{""mgi_marker"":""MGI:1916154"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916154""}"
223,10090,ENSMUSG00000042804,Gpr153,NE,,"{""mgi_marker"":""MGI:1916157"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916157""}"
223,10090,ENSMUSG00000047824,Pygo2,E,,"{""mgi_marker"":""MGI:1916161"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916161""}"
223,10090,ENSMUSG00000038838,Vars2,E,,"{""mgi_marker"":""MGI:1916165"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916165""}"
223,10090,ENSMUSG00000028433,Ubap2,NE,,"{""mgi_marker"":""MGI:1916176"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916176""}"
223,10090,ENSMUSG00000051989,Smim11,NE,,"{""mgi_marker"":""MGI:1916186"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916186""}"
223,10090,ENSMUSG00000025142,Aspscr1,NE,,"{""mgi_marker"":""MGI:1916188"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916188""}"
223,10090,ENSMUSG00000004843,Chmp2b,E,,"{""mgi_marker"":""MGI:1916192"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916192""}"
223,10090,ENSMUSG00000028756,Pink1,NE,,"{""mgi_marker"":""MGI:1916193"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916193""}"
223,10090,ENSMUSG00000060402,Chst8,NE,,"{""mgi_marker"":""MGI:1916197"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916197""}"
223,10090,ENSMUSG00000029463,Fam216a,NE,,"{""mgi_marker"":""MGI:1916198"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916198""}"
223,10090,ENSMUSG00000058966,Fam57b,NE,,"{""mgi_marker"":""MGI:1916202"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916202""}"
223,10090,ENSMUSG00000063919,Srrm4,E,,"{""mgi_marker"":""MGI:1916205"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916205""}"
223,10090,ENSMUSG00000041423,Paqr6,NE,,"{""mgi_marker"":""MGI:1916207"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916207""}"
223,10090,ENSMUSG00000030815,Phkg2,E,,"{""mgi_marker"":""MGI:1916211"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916211""}"
223,10090,ENSMUSG00000020898,Ctc1,E,,"{""mgi_marker"":""MGI:1916214"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916214""}"
223,10090,ENSMUSG00000022204,Ngdn,E,,"{""mgi_marker"":""MGI:1916216"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916216""}"
223,10090,ENSMUSG00000027284,Cdan1,E,,"{""mgi_marker"":""MGI:1916218"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916218""}"
223,10090,ENSMUSG00000006941,Eif1b,NE,,"{""mgi_marker"":""MGI:1916219"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916219""}"
223,10090,ENSMUSG00000028436,Dcaf12,NE,,"{""mgi_marker"":""MGI:1916220"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916220""}"
223,10090,ENSMUSG00000026632,Tatdn3,NE,,"{""mgi_marker"":""MGI:1916222"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916222""}"
223,10090,ENSMUSG00000026799,Med27,E,,"{""mgi_marker"":""MGI:1916225"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916225""}"
223,10090,ENSMUSG00000028999,Rint1,E,,"{""mgi_marker"":""MGI:1916233"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916233""}"
223,10090,ENSMUSG00000008373,Prpf31,E,,"{""mgi_marker"":""MGI:1916238"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916238""}"
223,10090,ENSMUSG00000055633,Zfp580,NE,,"{""mgi_marker"":""MGI:1916242"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916242""}"
223,10090,ENSMUSG00000000355,Mcts1,NE,,"{""mgi_marker"":""MGI:1916245"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916245""}"
223,10090,ENSMUSG00000035048,Anapc13,E,,"{""mgi_marker"":""MGI:1916260"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916260""}"
223,10090,ENSMUSG00000027692,Tnik,NE,,"{""mgi_marker"":""MGI:1916264"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916264""}"
223,10090,ENSMUSG00000045114,Prrt2,NE,,"{""mgi_marker"":""MGI:1916267"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916267""}"
223,10090,ENSMUSG00000024787,Snx15,NE,,"{""mgi_marker"":""MGI:1916274"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916274""}"
223,10090,ENSMUSG00000022452,Smdt1,E,,"{""mgi_marker"":""MGI:1916279"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916279""}"
223,10090,ENSMUSG00000015013,Trappc2l,NE,,"{""mgi_marker"":""MGI:1916295"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916295""}"
223,10090,ENSMUSG00000044792,Isca1,E,,"{""mgi_marker"":""MGI:1916296"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916296""}"
223,10090,ENSMUSG00000034112,Atp2c2,NE,,"{""mgi_marker"":""MGI:1916297"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916297""}"
223,10090,ENSMUSG00000079494,Nat8f5,NE,,"{""mgi_marker"":""MGI:1916299"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916299""}"
223,10090,ENSMUSG00000042616,Oscp1,NE,,"{""mgi_marker"":""MGI:1916308"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916308""}"
223,10090,ENSMUSG00000027313,Chac1,NE,,"{""mgi_marker"":""MGI:1916315"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916315""}"
223,10090,ENSMUSG00000030022,Adamts9,E,,"{""mgi_marker"":""MGI:1916320"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916320""}"
223,10090,ENSMUSG00000037278,Tmem97,NE,,"{""mgi_marker"":""MGI:1916321"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916321""}"
223,10090,ENSMUSG00000033021,Gmppa,NE,,"{""mgi_marker"":""MGI:1916330"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916330""}"
223,10090,ENSMUSG00000032977,Fam207a,NE,,"{""mgi_marker"":""MGI:1916334"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916334""}"
223,10090,ENSMUSG00000000959,Oxa1l,E,,"{""mgi_marker"":""MGI:1916339"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916339""}"
223,10090,ENSMUSG00000044475,Ascc1,E,,"{""mgi_marker"":""MGI:1916340"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916340""}"
223,10090,ENSMUSG00000019158,Tmem160,NE,,"{""mgi_marker"":""MGI:1916344"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916344""}"
223,10090,ENSMUSG00000041774,Ydjc,C,,"{""mgi_marker"":""MGI:1916351"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916351""}"
223,10090,ENSMUSG00000049489,Ccnq,E,,"{""mgi_marker"":""MGI:1916359"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916359""}"
223,10090,ENSMUSG00000066036,Ubr4,E,,"{""mgi_marker"":""MGI:1916366"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916366""}"
223,10090,ENSMUSG00000021416,Eci3,NE,,"{""mgi_marker"":""MGI:1916373"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916373""}"
223,10090,ENSMUSG00000037646,Vps13b,NE,,"{""mgi_marker"":""MGI:1916380"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916380""}"
223,10090,ENSMUSG00000022575,Gsdmd,NE,,"{""mgi_marker"":""MGI:1916396"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916396""}"
223,10090,ENSMUSG00000007721,Ccdc124,NE,,"{""mgi_marker"":""MGI:1916403"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916403""}"
223,10090,ENSMUSG00000026248,Mrpl44,E,,"{""mgi_marker"":""MGI:1916413"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916413""}"
223,10090,ENSMUSG00000015943,Bola1,NE,,"{""mgi_marker"":""MGI:1916418"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916418""}"
223,10090,ENSMUSG00000042474,Fcmr,NE,,"{""mgi_marker"":""MGI:1916419"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916419""}"
223,10090,ENSMUSG00000033159,Cnppd1,NE,,"{""mgi_marker"":""MGI:1916421"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916421""}"
223,10090,ENSMUSG00000046491,C1qtnf2,NE,,"{""mgi_marker"":""MGI:1916433"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916433""}"
223,10090,ENSMUSG00000023330,Dtwd1,NE,,"{""mgi_marker"":""MGI:1916435"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916435""}"
223,10090,ENSMUSG00000070394,Tmem256,NE,,"{""mgi_marker"":""MGI:1916436"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916436""}"
223,10090,ENSMUSG00000024422,Dhx16,E,,"{""mgi_marker"":""MGI:1916442"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916442""}"
223,10090,ENSMUSG00000071324,Armc2,E,,"{""mgi_marker"":""MGI:1916449"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916449""}"
223,10090,ENSMUSG00000030122,Ptms,E,,"{""mgi_marker"":""MGI:1916452"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916452""}"
223,10090,ENSMUSG00000055436,Srsf11,E,,"{""mgi_marker"":""MGI:1916457"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916457""}"
223,10090,ENSMUSG00000038086,Hspb2,NE,,"{""mgi_marker"":""MGI:1916503"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916503""}"
223,10090,ENSMUSG00000063049,Ing2,E,,"{""mgi_marker"":""MGI:1916510"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916510""}"
223,10090,ENSMUSG00000047409,Ctdspl,NE,,"{""mgi_marker"":""MGI:1916524"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916524""}"
223,10090,ENSMUSG00000019944,Rhobtb1,NE,,"{""mgi_marker"":""MGI:1916538"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916538""}"
223,10090,ENSMUSG00000032040,Dcps,E,,"{""mgi_marker"":""MGI:1916555"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916555""}"
223,10090,ENSMUSG00000037196,Pacrg,NE,,"{""mgi_marker"":""MGI:1916560"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916560""}"
223,10090,ENSMUSG00000048686,Hmgb4,NE,,"{""mgi_marker"":""MGI:1916567"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916567""}"
223,10090,ENSMUSG00000030858,Fam24b,NE,,"{""mgi_marker"":""MGI:1916568"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916568""}"
223,10090,ENSMUSG00000031927,1700012B09Rik,NE,,"{""mgi_marker"":""MGI:1916575"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916575""}"
223,10090,ENSMUSG00000008028,1700008O03Rik,NE,,"{""mgi_marker"":""MGI:1916599"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916599""}"
223,10090,ENSMUSG00000020270,Smim23,NE,,"{""mgi_marker"":""MGI:1916601"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916601""}"
223,10090,ENSMUSG00000064307,Lrrc51,NE,,"{""mgi_marker"":""MGI:1916608"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916608""}"
223,10090,ENSMUSG00000030292,Smco2,NE,,"{""mgi_marker"":""MGI:1916621"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916621""}"
223,10090,ENSMUSG00000062202,Btbd9,NE,,"{""mgi_marker"":""MGI:1916625"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916625""}"
223,10090,ENSMUSG00000045022,H2bl1,NE,,"{""mgi_marker"":""MGI:1916632"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916632""}"
223,10090,ENSMUSG00000032666,1700025G04Rik,NE,,"{""mgi_marker"":""MGI:1916649"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916649""}"
223,10090,ENSMUSG00000034278,Dnajc17,E,,"{""mgi_marker"":""MGI:1916658"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916658""}"
223,10090,ENSMUSG00000030621,Me3,NE,,"{""mgi_marker"":""MGI:1916679"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916679""}"
223,10090,ENSMUSG00000022603,Mroh4,NE,,"{""mgi_marker"":""MGI:1916689"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916689""}"
223,10090,ENSMUSG00000036480,Prss56,NE,,"{""mgi_marker"":""MGI:1916703"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916703""}"
223,10090,ENSMUSG00000042705,Commd10,E,,"{""mgi_marker"":""MGI:1916706"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916706""}"
223,10090,ENSMUSG00000055720,Ubl7,NE,,"{""mgi_marker"":""MGI:1916709"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916709""}"
223,10090,ENSMUSG00000078577,Tmco2,NE,,"{""mgi_marker"":""MGI:1916719"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916719""}"
223,10090,ENSMUSG00000034850,Tmem127,NE,,"{""mgi_marker"":""MGI:1916720"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916720""}"
223,10090,ENSMUSG00000026999,Nup35,E,,"{""mgi_marker"":""MGI:1916732"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916732""}"
223,10090,ENSMUSG00000044916,1700029I15Rik,NE,,"{""mgi_marker"":""MGI:1916742"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916742""}"
223,10090,ENSMUSG00000044430,Klk12,NE,,"{""mgi_marker"":""MGI:1916761"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916761""}"
223,10090,ENSMUSG00000018821,Avpi1,NE,,"{""mgi_marker"":""MGI:1916784"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916784""}"
223,10090,ENSMUSG00000020978,Klhdc2,E,,"{""mgi_marker"":""MGI:1916804"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916804""}"
223,10090,ENSMUSG00000044502,Bod1,E,,"{""mgi_marker"":""MGI:1916806"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916806""}"
223,10090,ENSMUSG00000041297,Cdk13,E,,"{""mgi_marker"":""MGI:1916812"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916812""}"
223,10090,ENSMUSG00000004939,Nmrk2,NE,,"{""mgi_marker"":""MGI:1916814"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916814""}"
223,10090,ENSMUSG00000043421,Hilpda,NE,,"{""mgi_marker"":""MGI:1916823"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916823""}"
223,10090,ENSMUSG00000022235,Cmbl,NE,,"{""mgi_marker"":""MGI:1916824"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916824""}"
223,10090,ENSMUSG00000038403,Hjv,NE,,"{""mgi_marker"":""MGI:1916835"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916835""}"
223,10090,ENSMUSG00000039234,Sec24d,E,,"{""mgi_marker"":""MGI:1916858"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916858""}"
223,10090,ENSMUSG00000021062,Rab15,NE,,"{""mgi_marker"":""MGI:1916865"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916865""}"
223,10090,ENSMUSG00000021193,Pitrm1,E,,"{""mgi_marker"":""MGI:1916867"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916867""}"
223,10090,ENSMUSG00000059495,Arhgef12,E,,"{""mgi_marker"":""MGI:1916882"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916882""}"
223,10090,ENSMUSG00000025545,Clybl,NE,,"{""mgi_marker"":""MGI:1916884"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916884""}"
223,10090,ENSMUSG00000021559,Dapk1,NE,,"{""mgi_marker"":""MGI:1916885"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916885""}"
223,10090,ENSMUSG00000028445,Enho,NE,,"{""mgi_marker"":""MGI:1916888"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916888""}"
223,10090,ENSMUSG00000027752,Exosc8,E,,"{""mgi_marker"":""MGI:1916889"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916889""}"
223,10090,ENSMUSG00000029504,Ddx51,E,,"{""mgi_marker"":""MGI:1916913"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916913""}"
223,10090,ENSMUSG00000020743,Mif4gd,NE,,"{""mgi_marker"":""MGI:1916924"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916924""}"
223,10090,ENSMUSG00000020674,Pxdn,E,,"{""mgi_marker"":""MGI:1916925"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916925""}"
223,10090,ENSMUSG00000008140,Emc10,NE,,"{""mgi_marker"":""MGI:1916933"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916933""}"
223,10090,ENSMUSG00000029189,Sel1l3,NE,,"{""mgi_marker"":""MGI:1916941"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916941""}"
223,10090,ENSMUSG00000000295,Hddc2,NE,,"{""mgi_marker"":""MGI:1916942"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916942""}"
223,10090,ENSMUSG00000044433,Camsap3,E,,"{""mgi_marker"":""MGI:1916947"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916947""}"
223,10090,ENSMUSG00000079022,Col22a1,NE,,"{""mgi_marker"":""MGI:1916950"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916950""}"
223,10090,ENSMUSG00000034883,Lrr1,E,,"{""mgi_marker"":""MGI:1916956"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916956""}"
223,10090,ENSMUSG00000032812,Arap1,NE,,"{""mgi_marker"":""MGI:1916960"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916960""}"
223,10090,ENSMUSG00000021569,Trip13,NE,,"{""mgi_marker"":""MGI:1916966"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916966""}"
223,10090,ENSMUSG00000013629,Cad,E,,"{""mgi_marker"":""MGI:1916969"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916969""}"
223,10090,ENSMUSG00000018449,Rpain,E,,"{""mgi_marker"":""MGI:1916973"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916973""}"
223,10090,ENSMUSG00000027394,Ttl,E,,"{""mgi_marker"":""MGI:1916987"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916987""}"
223,10090,ENSMUSG00000031556,Tm2d2,E,,"{""mgi_marker"":""MGI:1916992"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916992""}"
223,10090,ENSMUSG00000074182,Znhit6,E,,"{""mgi_marker"":""MGI:1916996"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916996""}"
223,10090,ENSMUSG00000007833,Aldh16a1,NE,,"{""mgi_marker"":""MGI:1916998"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916998""}"
