dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
223,10090,ENSMUSG00000035033,Tbr1,E,,"{""mgi_marker"":""MGI:107404"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107404""}"
223,10090,ENSMUSG00000038793,Lefty1,E,,"{""mgi_marker"":""MGI:107405"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107405""}"
223,10090,ENSMUSG00000021774,Ube2e1,NE,,"{""mgi_marker"":""MGI:107411"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107411""}"
223,10090,ENSMUSG00000039304,Tnfsf10,NE,,"{""mgi_marker"":""MGI:107414"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107414""}"
223,10090,ENSMUSG00000020485,Supt4a,E,,"{""mgi_marker"":""MGI:107416"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107416""}"
223,10090,ENSMUSG00000027953,Slc50a1,NE,,"{""mgi_marker"":""MGI:107417"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107417""}"
223,10090,ENSMUSG00000031392,Irak1,NE,,"{""mgi_marker"":""MGI:107420"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107420""}"
223,10090,ENSMUSG00000028546,Elavl4,NE,,"{""mgi_marker"":""MGI:107427"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107427""}"
223,10090,ENSMUSG00000022321,Cdh10,NE,,"{""mgi_marker"":""MGI:107436"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107436""}"
223,10090,ENSMUSG00000045551,Fpr1,NE,,"{""mgi_marker"":""MGI:107443"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107443""}"
223,10090,ENSMUSG00000048915,Efna5,NE,,"{""mgi_marker"":""MGI:107444"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107444""}"
223,10090,ENSMUSG00000019726,Lyst,NE,,"{""mgi_marker"":""MGI:107448"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107448""}"
223,10090,ENSMUSG00000036751,Cox6b1,E,,"{""mgi_marker"":""MGI:107460"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107460""}"
223,10090,ENSMUSG00000039943,Plcb4,NE,,"{""mgi_marker"":""MGI:107464"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107464""}"
223,10090,ENSMUSG00000040061,Plcb2,NE,,"{""mgi_marker"":""MGI:107465"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107465""}"
223,10090,ENSMUSG00000026173,Plcd4,NE,,"{""mgi_marker"":""MGI:107469"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107469""}"
223,10090,ENSMUSG00000015468,Notch4,NE,,"{""mgi_marker"":""MGI:107471"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107471""}"
223,10090,ENSMUSG00000030987,Stim1,E,,"{""mgi_marker"":""MGI:107476"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107476""}"
223,10090,ENSMUSG00000026482,Rgl1,E,,"{""mgi_marker"":""MGI:107484"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107484""}"
223,10090,ENSMUSG00000057092,Fxyd3,NE,,"{""mgi_marker"":""MGI:107497"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107497""}"
223,10090,ENSMUSG00000096146,Kcnj11,NE,,"{""mgi_marker"":""MGI:107501"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107501""}"
223,10090,ENSMUSG00000000983,Wfdc18,NE,,"{""mgi_marker"":""MGI:107506"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107506""}"
223,10090,ENSMUSG00000030996,Art1,NE,,"{""mgi_marker"":""MGI:107511"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107511""}"
223,10090,ENSMUSG00000053964,Lgals4,NE,,"{""mgi_marker"":""MGI:107536"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107536""}"
223,10090,ENSMUSG00000030361,Klrb1a,NE,,"{""mgi_marker"":""MGI:107540"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107540""}"
223,10090,ENSMUSG00000025402,Nab2,NE,,"{""mgi_marker"":""MGI:107563"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107563""}"
223,10090,ENSMUSG00000026585,Kifap3,E,,"{""mgi_marker"":""MGI:107566"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107566""}"
223,10090,ENSMUSG00000062694,Cav3,NE,,"{""mgi_marker"":""MGI:107570"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107570""}"
223,10090,ENSMUSG00000000058,Cav2,NE,,"{""mgi_marker"":""MGI:107571"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107571""}"
223,10090,ENSMUSG00000056917,Sipa1,NE,,"{""mgi_marker"":""MGI:107576"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107576""}"
223,10090,ENSMUSG00000047731,Wbp1l,NE,,"{""mgi_marker"":""MGI:107577"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107577""}"
223,10090,ENSMUSG00000033054,Npat,E,,"{""mgi_marker"":""MGI:107605"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107605""}"
223,10090,ENSMUSG00000053004,Hrh1,NE,,"{""mgi_marker"":""MGI:107619"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107619""}"
223,10090,ENSMUSG00000041939,Mvk,E,,"{""mgi_marker"":""MGI:107624"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107624""}"
223,10090,ENSMUSG00000057637,Prdm2,NE,,"{""mgi_marker"":""MGI:107628"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107628""}"
223,10090,ENSMUSG00000055170,Ifng,E,,"{""mgi_marker"":""MGI:107656"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107656""}"
223,10090,ENSMUSG00000022967,Ifnar1,NE,,"{""mgi_marker"":""MGI:107658"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107658""}"
223,10090,ENSMUSG00000029762,Akr1b8,NE,,"{""mgi_marker"":""MGI:107673"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107673""}"
223,10090,ENSMUSG00000026640,Plxna2,NE,,"{""mgi_marker"":""MGI:107684"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107684""}"
223,10090,ENSMUSG00000027475,Kif3b,E,,"{""mgi_marker"":""MGI:107688"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107688""}"
223,10090,ENSMUSG00000033538,Casp4,NE,,"{""mgi_marker"":""MGI:107700"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107700""}"
223,10090,ENSMUSG00000060376,Bckdha,E,,"{""mgi_marker"":""MGI:107701"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107701""}"
223,10090,ENSMUSG00000024388,Myo7b,NE,,"{""mgi_marker"":""MGI:107709"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107709""}"
223,10090,ENSMUSG00000022272,Myo10,NE,,"{""mgi_marker"":""MGI:107716"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107716""}"
223,10090,ENSMUSG00000022262,Dnah5,E,,"{""mgi_marker"":""MGI:107718"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107718""}"
223,10090,ENSMUSG00000019027,Dnah1,NE,,"{""mgi_marker"":""MGI:107721"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107721""}"
223,10090,ENSMUSG00000035441,Myo1d,NE,,"{""mgi_marker"":""MGI:107728"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107728""}"
223,10090,ENSMUSG00000049604,Hoxb13,E,,"{""mgi_marker"":""MGI:107730"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107730""}"
223,10090,ENSMUSG00000005237,Dnah2,NE,,"{""mgi_marker"":""MGI:107731"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107731""}"
223,10090,ENSMUSG00000025410,Dctn2,E,,"{""mgi_marker"":""MGI:107733"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107733""}"
223,10090,ENSMUSG00000039585,Myo9a,NE,,"{""mgi_marker"":""MGI:107735"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107735""}"
223,10090,ENSMUSG00000047193,Dync2h1,E,,"{""mgi_marker"":""MGI:107736"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107736""}"
223,10090,ENSMUSG00000040511,Pvr,NE,,"{""mgi_marker"":""MGI:107741"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107741""}"
223,10090,ENSMUSG00000052861,Dnah6,NE,,"{""mgi_marker"":""MGI:107744"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107744""}"
223,10090,ENSMUSG00000031865,Dctn1,E,,"{""mgi_marker"":""MGI:107745"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107745""}"
223,10090,ENSMUSG00000038255,Neurod2,NE,,"{""mgi_marker"":""MGI:107755"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107755""}"
223,10090,ENSMUSG00000024843,Chka,E,,"{""mgi_marker"":""MGI:107760"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107760""}"
223,10090,ENSMUSG00000046185,Zfp84,NE,,"{""mgi_marker"":""MGI:107780"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107780""}"
223,10090,ENSMUSG00000064141,Zfp69,NE,,"{""mgi_marker"":""MGI:107794"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107794""}"
223,10090,ENSMUSG00000060373,Hnrnpc,E,,"{""mgi_marker"":""MGI:107795"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107795""}"
223,10090,ENSMUSG00000028743,Akr7a5,E,,"{""mgi_marker"":""MGI:107796"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107796""}"
223,10090,ENSMUSG00000025393,Atp5b,E,,"{""mgi_marker"":""MGI:107801"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107801""}"
223,10090,ENSMUSG00000044894,Uqcrq,E,,"{""mgi_marker"":""MGI:107807"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107807""}"
223,10090,ENSMUSG00000026409,Pfkfb2,NE,,"{""mgi_marker"":""MGI:107815"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107815""}"
223,10090,ENSMUSG00000025271,Pfkfb1,NE,,"{""mgi_marker"":""MGI:107816"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107816""}"
223,10090,ENSMUSG00000041550,Serpina5,NE,,"{""mgi_marker"":""MGI:107817"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107817""}"
223,10090,ENSMUSG00000028111,Ctsk,NE,,"{""mgi_marker"":""MGI:107823"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107823""}"
223,10090,ENSMUSG00000025473,Adam8,NE,,"{""mgi_marker"":""MGI:107825"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107825""}"
223,10090,ENSMUSG00000109324,Prmt1,E,,"{""mgi_marker"":""MGI:107846"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107846""}"
223,10090,ENSMUSG00000062591,Tubb4a,NE,,"{""mgi_marker"":""MGI:107848"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107848""}"
223,10090,ENSMUSG00000037916,Ndufv1,E,,"{""mgi_marker"":""MGI:107851"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107851""}"
223,10090,ENSMUSG00000050761,Gp1bb,NE,,"{""mgi_marker"":""MGI:107852"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107852""}"
223,10090,ENSMUSG00000058672,Tubb2a,NE,,"{""mgi_marker"":""MGI:107861"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107861""}"
223,10090,ENSMUSG00000003402,Prkcsh,E,,"{""mgi_marker"":""MGI:107877"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107877""}"
223,10090,ENSMUSG00000032777,Gtf3c1,E,,"{""mgi_marker"":""MGI:107887"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107887""}"
223,10090,ENSMUSG00000002944,Cd36,NE,,"{""mgi_marker"":""MGI:107899"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107899""}"
223,10090,ENSMUSG00000024290,Rock1,E,,"{""mgi_marker"":""MGI:107927"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107927""}"
223,10090,ENSMUSG00000039217,Il18,NE,,"{""mgi_marker"":""MGI:107936"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107936""}"
223,10090,ENSMUSG00000030208,Emp1,NE,,"{""mgi_marker"":""MGI:107941"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107941""}"
223,10090,ENSMUSG00000024862,Klc2,NE,,"{""mgi_marker"":""MGI:107953"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107953""}"
223,10090,ENSMUSG00000046070,Igfals,NE,,"{""mgi_marker"":""MGI:107973"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107973""}"
223,10090,ENSMUSG00000079055,Slc8a3,NE,,"{""mgi_marker"":""MGI:107976"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107976""}"
223,10090,ENSMUSG00000020668,Kif3c,E,,"{""mgi_marker"":""MGI:107979"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:107979""}"
223,10090,ENSMUSG00000038026,Kcnj9,NE,,"{""mgi_marker"":""MGI:108007"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108007""}"
223,10090,ENSMUSG00000029736,Nobox,E,,"{""mgi_marker"":""MGI:108011"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108011""}"
223,10090,ENSMUSG00000001103,Sebox,NE,,"{""mgi_marker"":""MGI:108012"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108012""}"
223,10090,ENSMUSG00000027395,Polr1b,E,,"{""mgi_marker"":""MGI:108014"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108014""}"
223,10090,ENSMUSG00000020585,Laptm4a,NE,,"{""mgi_marker"":""MGI:108017"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108017""}"
223,10090,ENSMUSG00000057672,Pkn1,NE,,"{""mgi_marker"":""MGI:108022"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108022""}"
223,10090,ENSMUSG00000097993,Ptprv,NE,,"{""mgi_marker"":""MGI:108027"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108027""}"
223,10090,ENSMUSG00000032409,Atr,E,,"{""mgi_marker"":""MGI:108028"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108028""}"
223,10090,ENSMUSG00000021886,Gpr65,NE,,"{""mgi_marker"":""MGI:108031"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108031""}"
223,10090,ENSMUSG00000055540,Epha6,NE,,"{""mgi_marker"":""MGI:108034"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108034""}"
223,10090,ENSMUSG00000038057,Dbil5,NE,,"{""mgi_marker"":""MGI:108039"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108039""}"
223,10090,ENSMUSG00000033706,Smyd5,NE,,"{""mgi_marker"":""MGI:108048"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108048""}"
223,10090,ENSMUSG00000028057,Rit1,NE,,"{""mgi_marker"":""MGI:108053"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108053""}"
223,10090,ENSMUSG00000029428,Stx2,NE,,"{""mgi_marker"":""MGI:108059"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108059""}"
223,10090,ENSMUSG00000022996,Wnt10b,NE,,"{""mgi_marker"":""MGI:108061"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108061""}"
223,10090,ENSMUSG00000029380,Cxcl1,NE,,"{""mgi_marker"":""MGI:108068"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108068""}"
223,10090,ENSMUSG00000026167,Wnt10a,NE,,"{""mgi_marker"":""MGI:108071"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108071""}"
223,10090,ENSMUSG00000027164,Traf6,E,,"{""mgi_marker"":""MGI:108072"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108072""}"
223,10090,ENSMUSG00000021036,Sptlc2,E,,"{""mgi_marker"":""MGI:108074"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108074""}"
223,10090,ENSMUSG00000001761,Smo,E,,"{""mgi_marker"":""MGI:108075"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108075""}"
223,10090,ENSMUSG00000033386,Frrs1,E,,"{""mgi_marker"":""MGI:108076"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108076""}"
223,10090,ENSMUSG00000032336,Nptn,NE,,"{""mgi_marker"":""MGI:108077"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108077""}"
223,10090,ENSMUSG00000000753,Serpinf1,NE,,"{""mgi_marker"":""MGI:108080"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108080""}"
223,10090,ENSMUSG00000020570,Sypl,NE,,"{""mgi_marker"":""MGI:108081"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108081""}"
223,10090,ENSMUSG00000038241,Cep250,NE,,"{""mgi_marker"":""MGI:108084"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108084""}"
223,10090,ENSMUSG00000028800,Hdac1,E,,"{""mgi_marker"":""MGI:108086"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108086""}"
223,10090,ENSMUSG00000031374,Zfp92,NE,,"{""mgi_marker"":""MGI:108094"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108094""}"
223,10090,ENSMUSG00000029309,Sparcl1,NE,,"{""mgi_marker"":""MGI:108110"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108110""}"
223,10090,ENSMUSG00000052920,Prkg1,E,,"{""mgi_marker"":""MGI:108174"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108174""}"
223,10090,ENSMUSG00000005575,Ube2m,E,,"{""mgi_marker"":""MGI:108278"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108278""}"
223,10090,ENSMUSG00000020423,Btg2,NE,,"{""mgi_marker"":""MGI:108384"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108384""}"
223,10090,ENSMUSG00000049091,Sephs2,E,,"{""mgi_marker"":""MGI:108388"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108388""}"
223,10090,ENSMUSG00000017801,Mlx,NE,,"{""mgi_marker"":""MGI:108398"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108398""}"
223,10090,ENSMUSG00000029642,Polr1d,E,,"{""mgi_marker"":""MGI:108403"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108403""}"
223,10090,ENSMUSG00000117679,Apbb3,NE,,"{""mgi_marker"":""MGI:108404"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108404""}"
223,10090,ENSMUSG00000029207,Apbb2,E,,"{""mgi_marker"":""MGI:108405"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108405""}"
223,10090,ENSMUSG00000030263,Lrmp,NE,,"{""mgi_marker"":""MGI:108424"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108424""}"
223,10090,ENSMUSG00000063077,Kif1b,E,,"{""mgi_marker"":""MGI:108426"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108426""}"
223,10090,ENSMUSG00000038668,Lpar1,E,,"{""mgi_marker"":""MGI:108429"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108429""}"
223,10090,ENSMUSG00000029778,Adcyap1r1,E,,"{""mgi_marker"":""MGI:108449"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108449""}"
223,10090,ENSMUSG00000005580,Adcy9,E,,"{""mgi_marker"":""MGI:108450"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108450""}"
223,10090,ENSMUSG00000036904,Fzd8,NE,,"{""mgi_marker"":""MGI:108460"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108460""}"
223,10090,ENSMUSG00000022297,Fzd6,NE,,"{""mgi_marker"":""MGI:108474"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108474""}"
223,10090,ENSMUSG00000007989,Fzd3,E,,"{""mgi_marker"":""MGI:108476"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108476""}"
223,10090,ENSMUSG00000017119,Nbr1,NE,,"{""mgi_marker"":""MGI:108498"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108498""}"
223,10090,ENSMUSG00000037902,Sirpa,NE,,"{""mgi_marker"":""MGI:108563"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108563""}"
223,10090,ENSMUSG00000045005,Fzd5,E,,"{""mgi_marker"":""MGI:108571"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:108571""}"
223,10090,ENSMUSG00000030317,Timp4,NE,,"{""mgi_marker"":""MGI:109125"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109125""}"
223,10090,ENSMUSG00000036980,Taf6,E,,"{""mgi_marker"":""MGI:109129"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109129""}"
223,10090,ENSMUSG00000049112,Oxtr,NE,,"{""mgi_marker"":""MGI:109147"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109147""}"
223,10090,ENSMUSG00000029126,Nsg1,NE,,"{""mgi_marker"":""MGI:109149"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109149""}"
223,10090,ENSMUSG00000003228,Grk5,NE,,"{""mgi_marker"":""MGI:109161"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109161""}"
223,10090,ENSMUSG00000062661,Ncs1,E,,"{""mgi_marker"":""MGI:109166"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109166""}"
223,10090,ENSMUSG00000024140,Epas1,E,,"{""mgi_marker"":""MGI:109169"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109169""}"
223,10090,ENSMUSG00000053268,Dspp,NE,,"{""mgi_marker"":""MGI:109172"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109172""}"
223,10090,ENSMUSG00000028607,Cpt2,E,,"{""mgi_marker"":""MGI:109176"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109176""}"
223,10090,ENSMUSG00000022523,Fgf12,NE,,"{""mgi_marker"":""MGI:109183"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109183""}"
223,10090,ENSMUSG00000037362,Ccn3,NE,,"{""mgi_marker"":""MGI:109185"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109185""}"
223,10090,ENSMUSG00000071715,Ncf4,NE,,"{""mgi_marker"":""MGI:109186"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109186""}"
223,10090,ENSMUSG00000004187,Kifc2,NE,,"{""mgi_marker"":""MGI:109187"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109187""}"
223,10090,ENSMUSG00000022629,Kif21a,E,,"{""mgi_marker"":""MGI:109188"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109188""}"
223,10090,ENSMUSG00000031788,Kifc3,NE,,"{""mgi_marker"":""MGI:109202"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109202""}"
223,10090,ENSMUSG00000005610,Eif4g2,E,,"{""mgi_marker"":""MGI:109207"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109207""}"
223,10090,ENSMUSG00000004591,Pkn2,E,,"{""mgi_marker"":""MGI:109211"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109211""}"
223,10090,ENSMUSG00000026077,Npas2,NE,,"{""mgi_marker"":""MGI:109232"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109232""}"
223,10090,ENSMUSG00000028931,Kcnab2,NE,,"{""mgi_marker"":""MGI:109239"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109239""}"
223,10090,ENSMUSG00000002249,Tead3,NE,,"{""mgi_marker"":""MGI:109241"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109241""}"
223,10090,ENSMUSG00000021395,Spin1,E,,"{""mgi_marker"":""MGI:109242"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109242""}"
223,10090,ENSMUSG00000021451,Sema4d,NE,,"{""mgi_marker"":""MGI:109244"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109244""}"
223,10090,ENSMUSG00000026322,Htr4,NE,,"{""mgi_marker"":""MGI:109246"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109246""}"
223,10090,ENSMUSG00000025408,Ddit3,NE,,"{""mgi_marker"":""MGI:109247"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109247""}"
