gene	essentiality	ncbi_id	ensembl
A1BG	CSEGs	1	ENSG00000121410
AADACL3	CSEGs	126767	ENSG00000188984
AAMP	CEGs	14	ENSG00000127837
ABCA10	CSEGs	10349	ENSG00000154263
ABCA9	CSEGs	10350	ENSG00000154258
ABCB1	CSEGs	5243	ENSG00000085563
ABCB6	CSEGs	10058	ENSG00000115657
ABCB7	CEGs	22	ENSG00000131269
ABCC10	CSEGs	89845	ENSG00000124574
ABCC11	CSEGs	85320	ENSG00000121270
ABCC4	CSEGs	10257	ENSG00000125257
ABCD3	CSEGs	5825	ENSG00000117528
ABCE1	CEGs	6059	ENSG00000164163
ABCG4	CSEGs	64137	ENSG00000172350
ABHD17A	CSEGs	81926	ENSG00000129968
ABHD17B	CSEGs	51104	ENSG00000107362
ABL1	CSEGs	25	ENSG00000097007
ABLIM1	CSEGs	3983	ENSG00000099204
ABRACL	CSEGs	58527	ENSG00000146386
ACACB	CSEGs	32	ENSG00000076555
ACADSB	CSEGs	36	ENSG00000196177
ACADVL	CSEGs	37	ENSG00000072778
ACBD7	CSEGs	414149	ENSG00000176244
ACCSL	CSEGs	390110	ENSG00000205126
ACKR2	CSEGs	1238	ENSG00000144648
ACKR3	CSEGs	57007	ENSG00000144476
ACOT12	CSEGs	134526	ENSG00000172497
ACOX3	CSEGs	8310	ENSG00000087008
ACP6	CSEGs	51205	ENSG00000162836
ACRBP	CSEGs	84519	ENSG00000111644
ACSL1	CSEGs	2180	ENSG00000151726
ACTC1	CSEGs	70	ENSG00000159251
ACTN4	CSEGs	81	ENSG00000130402
ACTR10	CEGs	55860	ENSG00000131966
ACTR3C	CSEGs	653857	ENSG00000106526
ADAL	CSEGs	161823	ENSG00000168803
ADAM10	CSEGs	102	ENSG00000137845
ADAM2	CSEGs	2515	ENSG00000104755
ADAM20	CSEGs	8748	ENSG00000134007
ADAM30	CSEGs	11085	ENSG00000134249
ADAM7	CSEGs	8756	ENSG00000069206
ADAMTS1	CSEGs	9510	ENSG00000154734
ADAMTS3	CSEGs	9508	ENSG00000156140
ADAMTS4	CSEGs	9507	ENSG00000158859
ADAT1	CSEGs	23536	ENSG00000065457
ADI1	CSEGs	55256	ENSG00000182551
ADIPOQ	CSEGs	9370	ENSG00000181092
ADIPOR1	CSEGs	51094	ENSG00000159346
ADIRF	CSEGs	10974	ENSG00000148671
ADPRH	CSEGs	141	ENSG00000144843
ADRA1A	CSEGs	148	ENSG00000120907
ADRB1	CSEGs	153	ENSG00000043591
ADRB2	CSEGs	154	ENSG00000169252
ADRB3	CSEGs	155	ENSG00000188778
AFF3	CSEGs	3899	ENSG00000144218
AFP	CSEGs	174	ENSG00000081051
AGA	CSEGs	175	ENSG00000038002
AGBL5	CSEGs	60509	ENSG00000084693
AGPS	CSEGs	8540	ENSG00000018510
AGR2	CSEGs	10551	ENSG00000106541
AGRN	CSEGs	375790	ENSG00000188157
AGTR1	CSEGs	185	ENSG00000144891
AGTRAP	CSEGs	57085	ENSG00000177674
AIMP1	CSEGs	9255	ENSG00000164022
AJUBA	CSEGs	84962	ENSG00000129474
AKAP12	CSEGs	9590	ENSG00000131016
AKAP9	CSEGs	10142	ENSG00000127914
AKIP1	CSEGs	56672	ENSG00000166452
AKIRIN2	CEGs	55122	ENSG00000135334
AKR1C1	CSEGs	1645	ENSG00000187134
ALDH1A3	CSEGs	220	ENSG00000184254
ALDH4A1	CSEGs	8659	ENSG00000159423
ALDH7A1	CSEGs	501	ENSG00000164904
ALG11	CEGs	440138	ENSG00000253710
ALG1L	CEGs	200810	ENSG00000189366
ALG3	CSEGs	10195	ENSG00000214160
ALKBH5	CSEGs	54890	ENSG00000091542
ALOX5	CSEGs	240	ENSG00000012779
ALPL	CSEGs	249	ENSG00000162551
AMBP	CSEGs	259	ENSG00000106927
AMBRA1	CSEGs	55626	ENSG00000110497
AMDHD2	CSEGs	51005	ENSG00000162066
AMN	CSEGs	81693	ENSG00000166126
ANAPC1	CEGs	64682	ENSG00000153107
ANAPC10	CEGs	10393	ENSG00000164162
ANAPC2	CEGs	29882	ENSG00000176248
ANAPC4	CEGs	29945	ENSG00000053900
ANAPC5	CEGs	51433	ENSG00000089053
ANK3	CSEGs	288	ENSG00000151150
ANKIB1	CSEGs	54467	ENSG00000001629
ANKLE2	CEGs	23141	ENSG00000176915
ANKMY1	CSEGs	51281	ENSG00000144504
ANKRD13C	CSEGs	81573	ENSG00000118454
ANKRD20A8P	CSEGs	729171	ENSG00000229089
ANKRD30A	CSEGs	91074	ENSG00000148513
ANKRD33	CSEGs	341405	ENSG00000167612
ANKRD40	CSEGs	91369	ENSG00000154945
ANKRD45	CSEGs	339416	ENSG00000183831
ANKRD6	CSEGs	22881	ENSG00000135299
ANKRD66	CSEGs	100287718	ENSG00000230062
ANP32AP1	CSEGs	723972	ENSG00000259516
ANXA2R	CSEGs	389289	ENSG00000177721
AOC2	CSEGs	314	ENSG00000131480
AOX1	CSEGs	316	ENSG00000138356
AP1M1	CSEGs	8907	ENSG00000072958
AP3M2	CSEGs	10947	ENSG00000070718
AP4S1	CSEGs	11154	ENSG00000100478
APBB1IP	CSEGs	54518	ENSG00000077420
APOC3	CSEGs	345	ENSG00000110245
APOL5	CSEGs	80831	ENSG00000128313
APPL1	CSEGs	26060	ENSG00000157500
APTX	CSEGs	54840	ENSG00000137074
AQP12B	CSEGs	653437	ENSG00000185176
AQP2	CSEGs	359	ENSG00000167580
AQR	CEGs	9716	ENSG00000021776
ARC	CSEGs	23237	ENSG00000198576
ARCN1	CEGs	372	ENSG00000095139
ARHGAP21	CSEGs	57584	ENSG00000107863
ARHGAP26	CSEGs	23092	ENSG00000145819
ARHGDIB	CSEGs	397	
ARHGEF19	CSEGs	128272	ENSG00000142632
ARHGEF3	CSEGs	50650	ENSG00000163947
ARID5A	CSEGs	10865	ENSG00000196843
ARL13A	CSEGs	392509	ENSG00000174225
ARL14EPL	CSEGs	644100	ENSG00000268223
ARL2	CEGs	402	ENSG00000213465
ARL5A	CSEGs	26225	ENSG00000162980
ARL6	CSEGs	84100	ENSG00000113966
ARL6IP4	CSEGs	51329	ENSG00000182196
ARMC1	CSEGs	55156	ENSG00000104442
ARMC6	CSEGs	93436	ENSG00000105676
ARPC1A	CSEGs	10552	ENSG00000241685
ARPP21	CSEGs	10777	ENSG00000172995
ARSE	CSEGs	415	ENSG00000157399
ARX	CSEGs	170302	ENSG00000004848
AS3MT	CSEGs	57412	ENSG00000214435
ASCC1	CSEGs	51008	ENSG00000138303
ASCL1	CSEGs	429	ENSG00000139352
ASIC2	CSEGs	40	ENSG00000108684
ASIP	CSEGs	434	ENSG00000101440
ASTE1	CSEGs	28990	ENSG00000034533
ATAD3B	CSEGs	83858	ENSG00000160072
ATF2	CSEGs	1386	ENSG00000115966
ATF6B	CSEGs	1388	ENSG00000213676
ATG2B	CSEGs	55102	ENSG00000066739
ATOH7	CSEGs	220202	ENSG00000179774
ATOX1	CSEGs	475	ENSG00000177556
ATP11C	CSEGs	286410	ENSG00000101974
ATP6AP1L	CSEGs	92270	ENSG00000205464
ATP6V0A2	CSEGs	23545	ENSG00000185344
ATP6V0C	CEGs	527	ENSG00000185883
ATP6V0D1	CEGs	9114	ENSG00000159720
ATP6V0E2	CSEGs	155066	ENSG00000171130
ATP6V1B1	CSEGs	525	ENSG00000116039
ATP6V1B2	CEGs	526	ENSG00000147416
ATP6V1C2	CSEGs	245973	ENSG00000143882
ATP7A	CSEGs	538	ENSG00000165240
ATP7B	CSEGs	540	ENSG00000123191
ATP9A	CSEGs	10079	ENSG00000054793
ATP9B	CSEGs	374868	ENSG00000166377
ATR	CEGs	545	ENSG00000175054
ATRAID	CSEGs	51374	ENSG00000138085
ATRIP	CEGs	84126	ENSG00000164053
ATRN	CSEGs	8455	ENSG00000088812
ATXN1L	CSEGs	342371	ENSG00000224470
ATXN7L3	CSEGs	56970	ENSG00000087152
AURKAIP1	CSEGs	54998	ENSG00000175756
AURKB	CEGs	9212	ENSG00000178999
AVPR1A	CSEGs	552	ENSG00000166148
AZI2	CSEGs	64343	ENSG00000163512
B3GALT4	CSEGs	8705	ENSG00000235863
B3GAT3	CSEGs	26229	ENSG00000149541
B3GNT5	CSEGs	84002	ENSG00000176597
B4GALNT3	CSEGs	283358	ENSG00000139044
B4GALNT4	CSEGs	338707	ENSG00000182272
B4GALT2	CSEGs	8704	ENSG00000117411
B4GALT7	CSEGs	11285	ENSG00000027847
BAAT	CSEGs	570	ENSG00000136881
BAD	CSEGs	572	ENSG00000002330
BANF2	CSEGs	140836	ENSG00000125888
BANK1	CSEGs	55024	ENSG00000153064
BASP1	CSEGs	10409	ENSG00000176788
BBS4	CSEGs	585	ENSG00000140463
BBS5	CSEGs	129880	ENSG00000163093
BBS7	CSEGs	55212	ENSG00000138686
BCAS1	CSEGs	8537	ENSG00000064787
BCAS2	CEGs	10286	ENSG00000116752
BCAS3	CSEGs	54828	ENSG00000141376
BCL11B	CSEGs	64919	ENSG00000127152
BCL2L13	CSEGs	23786	ENSG00000099968
BCL2L15	CSEGs	440603	ENSG00000188761
BCL3	CSEGs	602	ENSG00000069399
BCL6	CSEGs	604	ENSG00000113916
BDKRB1	CSEGs	623	ENSG00000100739
BEST1	CSEGs	7439	ENSG00000167995
BEX4	CSEGs	56271	ENSG00000102409
BFAR	CSEGs	51283	ENSG00000103429
BGLAP	CSEGs	632	ENSG00000242252
BHLHA15	CSEGs	168620	ENSG00000180535
BHMT2	CSEGs	23743	ENSG00000132840
BIRC5	CEGs	332	ENSG00000089685
BIVM	CSEGs	54841	ENSG00000134897
BLCAP	CSEGs	10904	ENSG00000166619
BMP8A	CSEGs	353500	ENSG00000183682
BMS1	CEGs	9790	ENSG00000165733
BNC2	CSEGs	54796	ENSG00000173068
BNIP1	CEGs	662	ENSG00000113734
BOD1L1	CSEGs	259282	ENSG00000038219
BPGM	CSEGs	669	ENSG00000172331
BPI	CSEGs	671	ENSG00000101425
BPY2	CSEGs	9083	ENSG00000183753
BPY2B	CSEGs	442867	ENSG00000183795
BPY2C	CSEGs	442868	ENSG00000185894
BRCA2	CSEGs	675	ENSG00000139618
BRD9	CSEGs	65980	ENSG00000028310
BRF1	CEGs	2972	ENSG00000185024
BRF2	CEGs	55290	ENSG00000104221
BRPF3	CSEGs	27154	ENSG00000096070
BRS3	CSEGs	680	ENSG00000102239
BRWD1	CSEGs	54014	ENSG00000185658
BSN	CSEGs	8927	ENSG00000164061
BSX	CSEGs	390259	ENSG00000188909
BTBD9	CSEGs	114781	ENSG00000183826
BTC	CSEGs	685	ENSG00000174808
BTF3P11	CSEGs	690	ENSG00000118903
BTLA	CSEGs	151888	ENSG00000186265
BUB3	CEGs	9184	ENSG00000154473
BYSL	CEGs	705	ENSG00000112578
C11orf24	CSEGs	53838	ENSG00000171067
C11orf40	CSEGs	143501	ENSG00000171987
C11orf45	CSEGs	219833	ENSG00000174370
C11orf74	CSEGs	119710	ENSG00000166352
C14orf39	CSEGs	317761	ENSG00000179008
C17orf75	CSEGs	64149	ENSG00000108666
C18orf25	CSEGs	147339	ENSG00000152242
C1D	CSEGs	10438	ENSG00000197223
C1QA	CSEGs	712	ENSG00000173372
C1QL2	CSEGs	165257	ENSG00000144119
C1R	CSEGs	715	ENSG00000159403
C1orf122	CSEGs	127687	ENSG00000197982
C1orf158	CSEGs	93190	ENSG00000157330
C2	CSEGs	717	ENSG00000166278
C2orf15	CSEGs	150590	ENSG00000273045
C2orf49	CSEGs	79074	ENSG00000135974
C3orf52	CSEGs	79669	ENSG00000114529
C4A	CSEGs	720	ENSG00000244731
C4BPB	CSEGs	725	ENSG00000123843
C5orf15	CSEGs	56951	ENSG00000113583
C6orf118	CSEGs	168090	ENSG00000112539
C7orf57	CSEGs	136288	ENSG00000164746
C8orf31	CSEGs	286122	ENSG00000177335
C8orf37	CSEGs	157657	ENSG00000156172
C8orf44	CSEGs	56260	ENSG00000213865
C9orf131	CSEGs	138724	ENSG00000174038
C9orf135	CSEGs	138255	ENSG00000204711
C9orf139	CSEGs	401563	ENSG00000180539
C9orf152	CSEGs	401546	ENSG00000188959
C9orf40	CSEGs	55071	ENSG00000135045
CA11	CSEGs	770	ENSG00000063180
CACFD1	CSEGs	11094	ENSG00000160325
CACNA2D3	CSEGs	55799	ENSG00000157445
CACNG6	CSEGs	59285	ENSG00000130433
CACTIN	CEGs	58509	ENSG00000105298
CADM1	CSEGs	23705	ENSG00000182985
CADM2	CSEGs	253559	ENSG00000175161
CALML4	CSEGs	91860	ENSG00000129007
CAMK1D	CSEGs	57118	ENSG00000183049
CAMK2G	CSEGs	818	ENSG00000148660
CANT1	CSEGs	124583	ENSG00000171302
CAPN13	CSEGs	92291	ENSG00000162949
CAPN15	CSEGs	6650	ENSG00000103326
CAPN9	CSEGs	10753	ENSG00000135773
CAPRIN1	CSEGs	4076	ENSG00000135387
CAPS2	CSEGs	84698	ENSG00000180881
CAPZA1	CSEGs	829	ENSG00000116489
CARD11	CSEGs	84433	ENSG00000198286
CARD8	CSEGs	22900	ENSG00000105483
CASP5	CSEGs	838	ENSG00000137757
CASP7	CSEGs	840	ENSG00000165806
CAT	CSEGs	847	ENSG00000121691
CATSPERB	CSEGs	79820	ENSG00000133962
CATSPERD	CSEGs	257062	ENSG00000174898
CBR4	CSEGs	84869	ENSG00000145439
CBWD1	CEGs	55871	ENSG00000172785
CCDC117	CSEGs	150275	ENSG00000159873
CCDC121	CSEGs	79635	ENSG00000176714
CCDC137	CSEGs	339230	ENSG00000185298
CCDC144A	CSEGs	9720	ENSG00000170160
CCDC172	CSEGs	374355	ENSG00000182645
CCDC173	CSEGs	129881	ENSG00000154479
CCDC178	CSEGs	374864	ENSG00000166960
CCDC28B	CSEGs	79140	ENSG00000160050
CCDC42	CSEGs	146849	ENSG00000161973
CCDC47	CSEGs	57003	ENSG00000108588
CCDC63	CSEGs	160762	ENSG00000173093
CCDC9	CSEGs	26093	ENSG00000105321
CCDC93	CSEGs	54520	ENSG00000125633
CCHCR1	CSEGs	54535	ENSG00000204536
CCKAR	CSEGs	886	ENSG00000163394
CCL16	CSEGs	6360	ENSG00000275152
CCL26	CSEGs	10344	ENSG00000006606
CCL4	CSEGs	6351	ENSG00000275302
CCND1	CEGs	595	ENSG00000110092
CCNI	CSEGs	10983	ENSG00000118816
CCNJ	CSEGs	54619	ENSG00000107443
CCNK	CEGs	8812	ENSG00000090061
CCNT1	CSEGs	904	ENSG00000129315
CCNT2	CSEGs	905	ENSG00000082258
CCP110	CSEGs	9738	ENSG00000103540
CCR1	CSEGs	1230	ENSG00000163823
CCR5	CSEGs	1234	ENSG00000160791
CCR8	CSEGs	1237	ENSG00000179934
CCSER1	CSEGs	401145	ENSG00000184305
CCT3	CEGs	7203	ENSG00000163468
CCT5	CEGs	22948	ENSG00000150753
CCT6A	CEGs	908	ENSG00000146731
CCT6B	CSEGs	10693	ENSG00000132141
CCT7	CEGs	10574	ENSG00000135624
CCT8	CEGs	10694	ENSG00000156261
CD276	CSEGs	80381	ENSG00000103855
CD2AP	CSEGs	23607	ENSG00000198087
CD300A	CSEGs	11314	ENSG00000167851
CD300C	CSEGs	10871	ENSG00000167850
CD300LG	CSEGs	146894	ENSG00000161649
CD37	CSEGs	951	ENSG00000104894
CD47	CSEGs	961	ENSG00000196776
CD48	CSEGs	962	ENSG00000117091
CD52	CSEGs	1043	ENSG00000169442
CD55	CSEGs	1604	ENSG00000196352
CD79A	CSEGs	973	ENSG00000105369
CDC123	CEGs	8872	ENSG00000151465
CDC16	CEGs	8881	ENSG00000130177
CDC20	CEGs	991	ENSG00000117399
CDC23	CEGs	8697	ENSG00000094880
CDC27	CEGs	996	ENSG00000004897
CDC34	CSEGs	997	
CDC37	CEGs	11140	ENSG00000105401
CDC37L1	CSEGs	55664	ENSG00000106993
CDC45	CEGs	8318	ENSG00000093009
CDC5L	CEGs	988	ENSG00000096401
CDC6	CEGs	990	ENSG00000094804
CDC7	CEGs	8317	ENSG00000097046
CDC73	CEGs	79577	ENSG00000134371
CDH1	CSEGs	999	ENSG00000039068
CDH12	CSEGs	1010	ENSG00000154162
CDH4	CSEGs	1002	ENSG00000179242
CDHR3	CSEGs	222256	ENSG00000128536
CDK1	CEGs	983	ENSG00000170312
CDK9	CEGs	1025	ENSG00000136807
CDKL4	CSEGs	344387	ENSG00000205111
CDKN1C	CSEGs	1028	ENSG00000129757
CDRT1	CSEGs	374286	ENSG00000241322
CDRT15	CSEGs	146822	ENSG00000223510
CDT1	CEGs	81620	ENSG00000167513
CDX1	CSEGs	1044	ENSG00000113722
CDYL2	CSEGs	124359	ENSG00000166446
CEACAM4	CSEGs	1089	ENSG00000105352
CEACAM6	CSEGs	4680	ENSG00000086548
CEACAM8	CSEGs	1088	ENSG00000124469
CELA1	CSEGs	1990	ENSG00000139610
CELA3A	CSEGs	10136	ENSG00000142789
CENPA	CEGs	1058	ENSG00000115163
CENPM	CEGs	79019	ENSG00000100162
CENPN	CEGs	55839	ENSG00000166451
CENPW	CEGs	387103	ENSG00000203760
CEP170	CSEGs	9859	ENSG00000143702
CEP290	CSEGs	80184	ENSG00000198707
CEP63	CSEGs	80254	ENSG00000182923
CEP85	CSEGs	64793	ENSG00000130695
CERK	CSEGs	64781	ENSG00000100422
CERS3	CSEGs	204219	ENSG00000154227
CERS6	CSEGs	253782	ENSG00000172292
CETN2	CSEGs	1069	ENSG00000147400
CETN3	CSEGs	1070	ENSG00000153140
CFD	CSEGs	1675	
CFDP1	CSEGs	10428	ENSG00000153774
CFHR2	CSEGs	3080	ENSG00000080910
CFHR5	CSEGs	81494	ENSG00000134389
CFL2	CSEGs	1073	ENSG00000165410
CH25H	CSEGs	9023	ENSG00000138135
CHAF1A	CEGs	10036	
CHAF1B	CEGs	8208	ENSG00000159259
CHCHD1	CSEGs	118487	ENSG00000172586
CHCHD4	CEGs	131474	ENSG00000163528
CHEK1	CEGs	1111	ENSG00000149554
CHFR	CSEGs	55743	ENSG00000072609
CHGA	CSEGs	1113	ENSG00000100604
CHI3L1	CSEGs	1116	ENSG00000133048
CHIA	CSEGs	27159	ENSG00000134216
CHIC2	CSEGs	26511	ENSG00000109220
CHMP1B	CSEGs	57132	ENSG00000255112
CHMP2A	CEGs	27243	ENSG00000130724
CHMP4B	CEGs	128866	ENSG00000101421
CHN2	CSEGs	1124	ENSG00000106069
CHP1	CSEGs	11261	ENSG00000187446
CHRM5	CSEGs	1133	ENSG00000184984
CHST13	CSEGs	166012	ENSG00000180767
CHST4	CSEGs	10164	ENSG00000140835
CHST8	CSEGs	64377	ENSG00000124302
CHTF18	CSEGs	63922	ENSG00000127586
CIITA	CSEGs	4261	ENSG00000179583
CITED2	CSEGs	10370	ENSG00000164442
CKAP5	CEGs	9793	ENSG00000175216
CLCC1	CSEGs	23155	ENSG00000121940
CLDN6	CSEGs	9074	ENSG00000184697
CLDND2	CSEGs	125875	
CLEC18C	CSEGs	283971	
CLEC2B	CSEGs	9976	ENSG00000110852
CLEC4A	CSEGs	50856	ENSG00000111729
CLEC4E	CSEGs	26253	ENSG00000166523
CLECL1	CSEGs	160365	ENSG00000184293
CLGN	CSEGs	1047	ENSG00000153132
CLIP3	CSEGs	25999	ENSG00000105270
CLP1	CEGs	10978	ENSG00000172409
CLSTN1	CSEGs	22883	ENSG00000171603
CMAS	CSEGs	55907	ENSG00000111726
CMPK2	CSEGs	129607	ENSG00000134326
CMSS1	CSEGs	84319	ENSG00000184220
CNFN	CSEGs	84518	ENSG00000105427
CNGA4	CSEGs	1262	
CNOT2	CSEGs	4848	
CNTF	CSEGs	1270	ENSG00000242689
CNTLN	CSEGs	54875	ENSG00000044459
CNTN5	CSEGs	53942	ENSG00000149972
COA1	CSEGs	55744	ENSG00000106603
COL26A1	CSEGs	136227	ENSG00000160963
COL4A2	CSEGs	1284	ENSG00000134871
COLGALT2	CSEGs	23127	ENSG00000198756
COMMD9	CSEGs	29099	ENSG00000110442
COMT	CSEGs	1312	ENSG00000093010
COPA	CEGs	1314	ENSG00000122218
COPB1	CEGs	1315	ENSG00000129083
COPB2	CEGs	9276	ENSG00000184432
COPE	CEGs	11316	
COPRS	CSEGs	55352	ENSG00000172301
COPS2	CEGs	9318	
COPS5	CEGs	10987	ENSG00000121022
COPS6	CEGs	10980	ENSG00000168090
COPZ1	CEGs	22818	ENSG00000111481
COQ3	CSEGs	51805	ENSG00000132423
COQ5	CSEGs	84274	ENSG00000110871
CORO1C	CSEGs	23603	ENSG00000110880
COX15	CSEGs	1355	ENSG00000014919
COX4I2	CSEGs	84701	ENSG00000131055
COX8C	CSEGs	341947	ENSG00000187581
CPA3	CSEGs	1359	ENSG00000163751
CPNE6	CSEGs	9362	ENSG00000100884
CPSF2	CEGs	53981	ENSG00000165934
CPSF3	CEGs	51692	ENSG00000119203
CPXM2	CSEGs	119587	ENSG00000121898
CRABP2	CSEGs	1382	ENSG00000143320
CRAT	CSEGs	1384	ENSG00000095321
CRB1	CSEGs	23418	ENSG00000134376
CREBL2	CSEGs	1389	ENSG00000111269
CREG2	CSEGs	200407	ENSG00000175874
CREM	CSEGs	1390	ENSG00000095794
CRISP2	CSEGs	7180	ENSG00000124490
CRLF2	CSEGs	64109	ENSG00000205755
CRNKL1	CEGs	51340	ENSG00000101343
CROCC	CSEGs	9696	ENSG00000058453
CRTAM	CSEGs	56253	ENSG00000109943
CRYGC	CSEGs	1420	ENSG00000163254
CRYGS	CSEGs	1427	ENSG00000213139
CSE1L	CEGs	1434	ENSG00000124207
CSGALNACT2	CSEGs	55454	ENSG00000169826
CSNK1A1L	CSEGs	122011	ENSG00000180138
CSPP1	CSEGs	79848	ENSG00000104218
CSRNP3	CSEGs	80034	ENSG00000178662
CST4	CSEGs	1472	ENSG00000101441
CST7	CSEGs	8530	ENSG00000077984
CST9L	CSEGs	128821	ENSG00000101435
CSTF3	CEGs	1479	ENSG00000176102
CTCF	CEGs	10664	ENSG00000102974
CTDP1	CEGs	9150	ENSG00000060069
CTDSP2	CSEGs	10106	ENSG00000175215
CTH	CSEGs	1491	ENSG00000116761
CTNND1	CSEGs	1500	
CTRB1	CSEGs	1504	ENSG00000168925
CTRB2	CSEGs	440387	ENSG00000168928
CTSL3P	CSEGs	392360	ENSG00000188029
CTTN	CSEGs	2017	ENSG00000085733
CUL4A	CSEGs	8451	ENSG00000139842
CUL7	CSEGs	9820	ENSG00000044090
CWC22	CEGs	57703	ENSG00000163510
CWC25	CSEGs	54883	ENSG00000273559
CXADR	CSEGs	1525	ENSG00000154639
CXXC5	CSEGs	51523	ENSG00000171604
CXorf40A	CSEGs	91966	ENSG00000197620
CYB561A3	CSEGs	220002	ENSG00000162144
CYP11B2	CSEGs	1585	ENSG00000179142
CYP27A1	CSEGs	1593	ENSG00000135929
CYP2E1	CSEGs	1571	ENSG00000130649
CYP39A1	CSEGs	51302	ENSG00000146233
CYP3A4	CSEGs	1576	ENSG00000160868
CYP3A7	CSEGs	1551	ENSG00000160870
CYP4F22	CSEGs	126410	ENSG00000171954
CYP7A1	CSEGs	1581	ENSG00000167910
CYSLTR2	CSEGs	57105	ENSG00000152207
DAB2	CSEGs	1601	ENSG00000153071
DAD1	CEGs	1603	ENSG00000129562
DBI	CSEGs	1622	ENSG00000155368
DBN1	CSEGs	1627	ENSG00000113758
DBNDD2	CSEGs	55861	ENSG00000244274
DBNL	CSEGs	28988	ENSG00000136279
DCAF4L2	CSEGs	138009	ENSG00000176566
DCAF8L1	CSEGs	139425	ENSG00000226372
DCLK3	CSEGs	85443	ENSG00000163673
DCTPP1	CSEGs	79077	ENSG00000179958
DCUN1D5	CSEGs	84259	ENSG00000137692
DDB1	CEGs	1642	ENSG00000167986
DDHD1	CSEGs	80821	ENSG00000100523
DDI1	CSEGs	414301	ENSG00000170967
DDOST	CEGs	1650	ENSG00000244038
DDX10	CEGs	1662	ENSG00000178105
DDX18	CEGs	8886	ENSG00000088205
DDX20	CEGs	11218	ENSG00000064703
DDX28	CSEGs	55794	ENSG00000182810
DDX31	CSEGs	64794	ENSG00000125485
DDX41	CEGs	51428	ENSG00000183258
DDX47	CEGs	51202	ENSG00000213782
DDX49	CEGs	54555	ENSG00000105671
DDX54	CEGs	79039	ENSG00000123064
DDX56	CEGs	54606	ENSG00000136271
DDX59	CEGs	83479	ENSG00000118197
DEFB108B	CSEGs	245911	ENSG00000184276
DEFB118	CSEGs	117285	ENSG00000131068
DEFB121	CSEGs	245934	ENSG00000204548
DEFB128	CSEGs	245939	ENSG00000185982
DEFB4B	CSEGs	100289462	ENSG00000177257
DEPDC1B	CSEGs	55789	ENSG00000035499
DEPDC5	CSEGs	9681	ENSG00000100150
DEPDC7	CSEGs	91614	ENSG00000121690
DET1	CSEGs	55070	ENSG00000140543
DGCR6L	CSEGs	85359	ENSG00000128185
DHDDS	CEGs	79947	ENSG00000117682
DHRS2	CSEGs	10202	ENSG00000100867
DHX15	CEGs	1665	ENSG00000109606
DHX16	CEGs	8449	ENSG00000204560
DHX37	CEGs	57647	
DHX40	CSEGs	79665	ENSG00000108406
DHX8	CEGs	1659	
DHX9	CEGs	1660	ENSG00000135829
DIMT1	CEGs	27292	ENSG00000086189
DIRAS1	CSEGs	148252	ENSG00000176490
DIS3L2	CSEGs	129563	ENSG00000144535
DKC1	CEGs	1736	ENSG00000130826
DLEC1	CSEGs	9940	ENSG00000008226
DLEU7	CSEGs	220107	ENSG00000186047
DLL4	CSEGs	54567	ENSG00000128917
DMRTB1	CSEGs	63948	ENSG00000143006
DMTN	CSEGs	2039	ENSG00000158856
DNAAF1	CSEGs	123872	ENSG00000154099
DNAH7	CSEGs	56171	ENSG00000118997
DNAH9	CSEGs	1770	ENSG00000007174
DNAI2	CSEGs	64446	ENSG00000171595
DNAJB13	CSEGs	374407	ENSG00000187726
DNAJB2	CSEGs	3300	ENSG00000135924
DNAJB4	CSEGs	11080	ENSG00000162616
DOCK10	CSEGs	55619	ENSG00000135905
DOCK4	CSEGs	9732	ENSG00000128512
DOK3	CSEGs	79930	ENSG00000146094
DOK5	CSEGs	55816	ENSG00000101134
DOLK	CSEGs	22845	ENSG00000175283
DONSON	CEGs	29980	ENSG00000159147
DPH2	CSEGs	1802	ENSG00000132768
DPH5	CSEGs	51611	ENSG00000117543
DPP8	CSEGs	54878	ENSG00000074603
DPY19L2	CSEGs	283417	ENSG00000177990
DSEL	CSEGs	92126	ENSG00000171451
DTL	CEGs	51514	ENSG00000143476
DTNA	CSEGs	1837	ENSG00000134769
DTX1	CSEGs	1840	ENSG00000135144
DTYMK	CEGs	1841	ENSG00000168393
DUS4L	CSEGs	11062	ENSG00000105865
DUSP1	CSEGs	1843	ENSG00000120129
DUSP18	CSEGs	150290	ENSG00000167065
DUSP28	CSEGs	285193	ENSG00000188542
DUSP9	CSEGs	1852	ENSG00000130829
DUT	CEGs	1854	ENSG00000128951
DYDC1	CSEGs	143241	ENSG00000170788
DYNC1H1	CEGs	1778	ENSG00000197102
DYNC1I2	CEGs	1781	ENSG00000077380
DYNLRB1	CEGs	83658	ENSG00000125971
E2F5	CSEGs	1875	ENSG00000133740
E2F7	CSEGs	144455	ENSG00000165891
EBI3	CSEGs	10148	ENSG00000105246
EBP	CSEGs	10682	ENSG00000147155
EBPL	CSEGs	84650	ENSG00000123179
ECD	CEGs	11319	ENSG00000122882
ECHS1	CSEGs	1892	ENSG00000127884
ECM1	CSEGs	1893	ENSG00000143369
EDA2R	CSEGs	60401	ENSG00000131080
EEF1A1	CEGs	1915	ENSG00000156508
EEF2	CEGs	1938	ENSG00000167658
EFCAB2	CSEGs	84288	ENSG00000203666
EFHD2	CSEGs	79180	ENSG00000142634
EFNA1	CSEGs	1942	ENSG00000169242
EFNA5	CSEGs	1946	ENSG00000184349
